event_date,year,event_type,sub_event_type,actor1,actor2,country,admin1,notes,fatalities,PERIODO
2018-02-01,2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Sudan),Civilians (Sudan),Sudan,East Darfur,"Unidentified gunmen on 1/02 kidnapped a resident of East Darfur State capital, Ed-Daein from his home and took him to an unknown destination. He was released a week later, while the abductors were arrested in West Darfur.",0,2018-Q1
2018-06-12,2018,Strategic developments,Change to group/activity,UNAMID: United Nations/African Union Hybrid Operation in Darfur (2007-),,Sudan,Central Darfur,"UNAMID mandate extended by one year. The forces will be reduced from 8,735 to 5,470 military personnel by the end of 2018, and down to 4,050 by June 30th 2019. The remaining forces will be limited to the greater Jebel Marrah area. The headquarters of the mission will also shift from El Fasher (North Darfur) to Zalingei (Central Darfur).",0,2018-Q2
2018-07-23,2018,Battles,Armed clash,Hausa Ethnic Militia (Sudan),El Jawamis El Lahaween Ethnic Militia (Sudan),Sudan,Gedaref,"On 23rd and 24th July, clashes between members of the El Jawamis El Lahaween ethnic group and Hausa (Sudan) ethnic group took place in the area of El Hamra (Gedaref region), following reports of disputes over grazing. 11 people were reported to have been killed in the clashes, and 13 tractors were burned. Dozens were reported to have been injured.",6,2018-Q3
2019-10-05,2019,Violence against civilians,Attack,Darfur Communal Militia (Sudan),Civilians (Sudan),Sudan,South Darfur,"On or around October 5th, militiamen killed two civilians (coded as pastoralsts) and looted cattle, in the area of Tullus (South Darfur state).",2,2019-Q4
2019-10-10,2019,Protests,Peaceful protest,Protesters (Sudan),,Sudan,Kassala,"On or around October 10th, demonstrators gathered in Kassala (Kassala state), calling for the release of three Sudanese youths to be released from detention in Egypt, where they have been held for three years.",0,2019-Q4
2020-01-13,2020,Violence against civilians,Attack,Unidentified Armed Group (Sudan),Civilians (Sudan),Sudan,Central Darfur,"On 13 January 2020, unknown attackers fired upon a family travelling between Kutrum and Nertiti (Central Darfur, coordinates for Turru used at geoprec2), wounding a teenager.",0,2020-Q1
2018-07-20,2018,Strategic developments,Disrupted weapons use,Government of Sudan (1989-2019),Unidentified Armed Group (Sudan),Sudan,South Darfur,"Weapons seizure: On or before 20th July, the governor of South Darfur announced that the second, forcible, phase of the disarmament programme in the area would now begin. A number of weapons, uniforms and vehicles were seized during the first (voluntary) phase.",0,2018-Q3
2018-03-26,2018,Strategic developments,Change to group/activity,Military Forces of Sudan (1989-2019),,Sudan,South Kordofan,"Movement of forces: On 26 March, the Military Forces of South Sudan denounced the builiding-up of Military Forces from Sudan along the border between the two countries, near Kuek in the Melut area of South Sudan's Upper Nile state, heightening fears of a renewed confrontation between the two countries.",0,2018-Q1
2018-07-09,2018,Strategic developments,Change to group/activity,Military Forces of Sudan (1989-2019),,Sudan,Central Darfur,09 July. Continued presence of of SLA Abdul Wahid forces in the Golo area led to further troop deployment of Sudanese armed forces to Golo.,0,2018-Q3
2018-01-06,2018,Strategic developments,Change to group/activity,Military Forces of Sudan (1989-2019) Rapid Support Forces,,Sudan,Kassala,"Movement of forces: The Sudanese government deployed thousands of RSF troops along its border with Eritrea in Kassala State, closed its border with Eritrea, and formed a higher committee for popular mobilization, as result of perceived military threats from Eritrea and Egypt. Sudan recalled its ambassador to Cairo after criticism in the government media later December and reports have claimed that Egyptian troops were amassing in the Sawa region, near the Sudanese border.",0,2018-Q1
2018-03-31,2018,Strategic developments,Looting/property destruction,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,North Darfur,"Looting: On 31 March, Rapid Support Forces (RSF) looted villages in the area of Terongafogi and Owru, near Libei, East Jebel Marra, set fire to houses and stole livestock, causing displacement.",0,2018-Q1
2018-04-01,2018,Strategic developments,Looting/property destruction,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,Central Darfur,"Property destruction: In the beginning of April, Rapid Support Forces (RSF) burned the villages of Vina and Duwa and other areas in southern Jebel Marra according to the Transitional Council Faction of the Sudan Liberation Movement/Army (SLM/A-Transitional Council).",0,2018-Q2
