PERIODO,EVENTS
2018-Q1,114
2018-Q2,144
2018-Q3,117
2018-Q4,127
2019-Q1,121
2019-Q2,109
2019-Q3,85
2019-Q4,146
2020-Q1,83
2020-Q2,139
2020-Q3,107
2020-Q4,106
2021-Q1,164
2021-Q2,156
2021-Q3,179
2021-Q4,184
2022-Q1,228
2022-Q2,250
2022-Q3,190
2022-Q4,241
2023-Q1,214
2023-Q2,1280
2023-Q3,1786
2023-Q4,1604
2024-Q1,1535
2024-Q2,1278
2024-Q3,1427
2024-Q4,1733
