da,a,tipo,periodo,peso,categoria,titolo,fonte
ETH,CHE,migrazione,2019,1637,,,
ETH,CHE,migrazione,2020,1748,,,
ETH,CHE,migrazione,2021,1781,,,
ETH,CHE,migrazione,2022,1837,,,
ETH,CHE,migrazione,2023,1837,,,
ETH,CHE,migrazione,2024,1837,,,
ETH,SYR,migrazione,2018,17,,,
ETH,SYR,migrazione,2019,15,,,
ETH,SYR,migrazione,2020,15,,,
ETH,SYR,migrazione,2021,12,,,
ETH,SYR,migrazione,2022,12,,,
ETH,SYR,migrazione,2023,10,,,
ETH,SYR,migrazione,2024,9,,,
ETH,THA,migrazione,2018,13,,,
ETH,THA,migrazione,2019,20,,,
ETH,THA,migrazione,2020,18,,,
ETH,THA,migrazione,2021,12,,,
ETH,THA,migrazione,2022,10,,,
ETH,THA,migrazione,2023,17,,,
ETH,THA,migrazione,2024,19,,,
ETH,TUR,migrazione,2018,73,,,
ETH,ARE,migrazione,2018,10,,,
ETH,ARE,migrazione,2019,10,,,
ETH,ARE,migrazione,2020,8,,,
ETH,ARE,migrazione,2021,8,,,
ETH,UGA,migrazione,2018,1708,,,
ETH,UGA,migrazione,2019,2007,,,
ETH,UGA,migrazione,2020,2222,,,
ETH,UGA,migrazione,2021,2691,,,
ETH,UGA,migrazione,2022,3710,,,
ETH,UGA,migrazione,2023,7493,,,
ETH,UGA,migrazione,2024,10718,,,
ETH,UKR,migrazione,2018,28,,,
ETH,UKR,migrazione,2019,26,,,
ETH,UKR,migrazione,2020,26,,,
ETH,UKR,migrazione,2021,26,,,
ETH,UKR,migrazione,2022,23,,,
ETH,UKR,migrazione,2023,20,,,
ETH,UKR,migrazione,2024,15,,,
ETH,YEM,migrazione,2018,6448,,,
ETH,YEM,migrazione,2019,6565,,,
ETH,YEM,migrazione,2020,6644,,,
ETH,YEM,migrazione,2021,6466,,,
ETH,YEM,migrazione,2022,6720,,,
ETH,YEM,migrazione,2023,6151,,,
ETH,YEM,migrazione,2024,4235,,,
ETH,ZMB,migrazione,2018,27,,,
ETH,ZMB,migrazione,2019,27,,,
ETH,ZMB,migrazione,2020,30,,,
ETH,ZMB,migrazione,2021,44,,,
ETH,ZMB,migrazione,2022,53,,,
ETH,ZMB,migrazione,2023,98,,,
ETH,ZMB,migrazione,2024,121,,,
ETH,ZWE,migrazione,2018,67,,,
ETH,ZWE,migrazione,2019,71,,,
ETH,ZWE,migrazione,2020,71,,,
ETH,ZWE,migrazione,2021,67,,,
ETH,ZWE,migrazione,2022,76,,,
ETH,ZWE,migrazione,2023,74,,,
ETH,ZWE,migrazione,2024,61,,,
ETH,HKG,migrazione,2020,5,,,
ETH,HKG,migrazione,2021,7,,,
ETH,HKG,migrazione,2022,6,,,
ETH,HKG,migrazione,2023,6,,,
ETH,ISL,migrazione,2021,6,,,
ETH,ISL,migrazione,2022,14,,,
ETH,ISL,migrazione,2023,17,,,
ETH,ISL,migrazione,2024,28,,,
ETH,TUN,migrazione,2021,5,,,
ETH,TUN,migrazione,2022,13,,,
ETH,TUN,migrazione,2023,13,,,
ETH,TUN,migrazione,2024,12,,,
ETH,COD,migrazione,2022,5,,,
ETH,COD,migrazione,2023,5,,,
ETH,COD,migrazione,2024,5,,,
ETH,NAM,migrazione,2022,6,,,
ETH,NAM,migrazione,2023,7,,,
ETH,NAM,migrazione,2024,6,,,
ETH,MAR,migrazione,2023,5,,,
ETH,MAR,migrazione,2024,9,,,
ETH,CAF,migrazione,2024,5,,,
ETH,CHN,migrazione,2024,5,,,
VEN,ALB,migrazione,2018,5,,,
VEN,ALB,migrazione,2019,5,,,
VEN,ALB,migrazione,2020,5,,,
VEN,ALB,migrazione,2021,5,,,
VEN,ALB,migrazione,2022,5,,,
VEN,ALB,migrazione,2023,5,,,
VEN,ALB,migrazione,2024,5,,,
VEN,ARG,migrazione,2018,16,,,
VEN,ARG,migrazione,2019,309,,,
VEN,ARG,migrazione,2020,312,,,
VEN,ARG,migrazione,2021,315,,,
VEN,ARG,migrazione,2022,316,,,
VEN,ARG,migrazione,2023,316,,,
VEN,ARG,migrazione,2024,333,,,
VEN,AUS,migrazione,2018,28,,,
VEN,AUS,migrazione,2019,72,,,
VEN,AUS,migrazione,2020,139,,,
VEN,AUS,migrazione,2021,143,,,
VEN,AUS,migrazione,2022,240,,,
VEN,AUS,migrazione,2023,470,,,
VEN,AUS,migrazione,2024,134,,,
VEN,AUT,migrazione,2018,5,,,
VEN,AUT,migrazione,2019,31,,,
VEN,AUT,migrazione,2020,61,,,
VEN,AUT,migrazione,2021,83,,,
VEN,AUT,migrazione,2022,104,,,
VEN,AUT,migrazione,2023,131,,,
VEN,AUT,migrazione,2024,177,,,
VEN,BEL,migrazione,2018,6,,,
VEN,BEL,migrazione,2019,273,,,
VEN,BEL,migrazione,2020,399,,,
VEN,BEL,migrazione,2021,479,,,
VEN,BEL,migrazione,2022,513,,,
VEN,BEL,migrazione,2023,511,,,
VEN,BEL,migrazione,2024,497,,,
VEN,BRA,migrazione,2018,35,,,
VEN,BRA,migrazione,2019,20941,,,
VEN,BRA,migrazione,2020,46675,,,
VEN,BRA,migrazione,2021,48931,,,
VEN,BRA,migrazione,2022,53307,,,
VEN,BRA,migrazione,2023,128570,,,
VEN,BRA,migrazione,2024,141269,,,
VEN,CAN,migrazione,2018,1876,,,
VEN,CAN,migrazione,2019,3067,,,
VEN,CAN,migrazione,2020,3524,,,
VEN,CAN,migrazione,2021,4108,,,
VEN,CAN,migrazione,2022,1497,,,
VEN,CAN,migrazione,2023,1706,,,
VEN,CAN,migrazione,2024,3578,,,
VEN,CHL,migrazione,2018,9,,,
VEN,CHL,migrazione,2019,14,,,
VEN,CHL,migrazione,2020,14,,,
VEN,CHL,migrazione,2021,22,,,
VEN,CHL,migrazione,2022,30,,,
VEN,CHL,migrazione,2023,68,,,
VEN,CHL,migrazione,2024,93,,,
VEN,COL,migrazione,2018,94,,,
VEN,COL,migrazione,2019,425,,,
VEN,COL,migrazione,2020,771,,,
VEN,COL,migrazione,2021,1297,,,
VEN,COL,migrazione,2022,1381,,,
VEN,COL,migrazione,2023,1134,,,
VEN,COL,migrazione,2024,1070,,,
VEN,CRI,migrazione,2018,344,,,
VEN,CRI,migrazione,2019,577,,,
VEN,CRI,migrazione,2020,1266,,,
VEN,CRI,migrazione,2021,1492,,,
VEN,CRI,migrazione,2022,1990,,,
VEN,CRI,migrazione,2023,4752,,,
VEN,CRI,migrazione,2024,5585,,,
VEN,CUW,migrazione,2018,35,,,
VEN,CUW,migrazione,2019,14,,,
VEN,CUW,migrazione,2020,24,,,
VEN,CZE,migrazione,2018,5,,,
VEN,CZE,migrazione,2020,5,,,
VEN,CZE,migrazione,2021,7,,,
VEN,CZE,migrazione,2022,11,,,
VEN,CZE,migrazione,2023,11,,,
VEN,CZE,migrazione,2024,12,,,
VEN,ECU,migrazione,2018,15,,,
VEN,ECU,migrazione,2019,374,,,
VEN,ECU,migrazione,2020,410,,,
VEN,ECU,migrazione,2021,798,,,
VEN,ECU,migrazione,2022,1540,,,
VEN,ECU,migrazione,2023,1979,,,
VEN,ECU,migrazione,2024,2493,,,
VEN,FIN,migrazione,2018,5,,,
VEN,FIN,migrazione,2019,7,,,
VEN,FIN,migrazione,2020,7,,,
VEN,FIN,migrazione,2021,7,,,
VEN,FIN,migrazione,2022,5,,,
VEN,FIN,migrazione,2023,8,,,
VEN,FIN,migrazione,2024,11,,,
VEN,FRA,migrazione,2018,304,,,
VEN,FRA,migrazione,2019,551,,,
VEN,FRA,migrazione,2020,778,,,
VEN,FRA,migrazione,2021,1232,,,
VEN,FRA,migrazione,2022,1681,,,
VEN,FRA,migrazione,2023,2126,,,
VEN,FRA,migrazione,2024,2575,,,
VEN,GBR,migrazione,2018,41,,,
VEN,GBR,migrazione,2019,51,,,
VEN,GBR,migrazione,2020,61,,,
VEN,GBR,migrazione,2021,67,,,
VEN,GBR,migrazione,2022,67,,,
VEN,GBR,migrazione,2023,94,,,
VEN,GBR,migrazione,2024,88,,,
VEN,DEU,migrazione,2018,183,,,
VEN,DEU,migrazione,2019,320,,,
VEN,DEU,migrazione,2020,757,,,
VEN,DEU,migrazione,2021,1113,,,
VEN,DEU,migrazione,2022,1221,,,
VEN,DEU,migrazione,2023,1968,,,
VEN,DEU,migrazione,2024,2741,,,
VEN,GRC,migrazione,2018,6,,,
VEN,GRC,migrazione,2019,6,,,
VEN,GRC,migrazione,2020,13,,,
VEN,GRC,migrazione,2021,14,,,
VEN,GRC,migrazione,2022,15,,,
VEN,GRC,migrazione,2023,15,,,
VEN,GRC,migrazione,2024,11,,,
VEN,GTM,migrazione,2018,17,,,
VEN,GTM,migrazione,2019,23,,,
VEN,GTM,migrazione,2020,27,,,
VEN,GTM,migrazione,2021,36,,,
VEN,GTM,migrazione,2022,59,,,
VEN,GTM,migrazione,2023,95,,,
VEN,GTM,migrazione,2024,142,,,
VEN,HND,migrazione,2018,6,,,
VEN,HND,migrazione,2019,7,,,
VEN,HND,migrazione,2020,7,,,
VEN,HND,migrazione,2021,9,,,
VEN,HND,migrazione,2022,9,,,
VEN,HND,migrazione,2023,9,,,
VEN,HND,migrazione,2024,10,,,
VEN,ISL,migrazione,2018,7,,,
VEN,ISL,migrazione,2019,164,,,
VEN,ISL,migrazione,2020,294,,,
VEN,ISL,migrazione,2021,429,,,
VEN,ISL,migrazione,2022,1156,,,
VEN,ISL,migrazione,2023,1221,,,
VEN,ISL,migrazione,2024,1340,,,
VEN,IRL,migrazione,2018,29,,,
VEN,IRL,migrazione,2019,46,,,
VEN,IRL,migrazione,2020,101,,,
VEN,IRL,migrazione,2021,140,,,
VEN,IRL,migrazione,2022,184,,,
VEN,IRL,migrazione,2023,182,,,
VEN,IRL,migrazione,2024,160,,,
VEN,ITA,migrazione,2018,563,,,
VEN,ITA,migrazione,2019,1988,,,
VEN,ITA,migrazione,2020,2119,,,
VEN,ITA,migrazione,2021,2906,,,
VEN,ITA,migrazione,2022,3426,,,
VEN,ITA,migrazione,2023,4158,,,
VEN,ITA,migrazione,2024,4406,,,
VEN,MEX,migrazione,2018,4721,,,
VEN,MEX,migrazione,2019,8781,,,
VEN,MEX,migrazione,2020,13014,,,
VEN,MEX,migrazione,2021,16585,,,
VEN,MEX,migrazione,2022,20263,,,
VEN,MEX,migrazione,2023,23745,,,
VEN,MEX,migrazione,2024,24384,,,
VEN,MLT,migrazione,2018,5,,,
VEN,MLT,migrazione,2019,5,,,
VEN,MLT,migrazione,2020,6,,,
VEN,MLT,migrazione,2021,24,,,
VEN,MLT,migrazione,2022,24,,,
VEN,MLT,migrazione,2023,22,,,
VEN,MLT,migrazione,2024,7,,,
VEN,NOR,migrazione,2018,7,,,
VEN,NOR,migrazione,2019,15,,,
VEN,NOR,migrazione,2020,15,,,
VEN,NOR,migrazione,2021,19,,,
VEN,NOR,migrazione,2022,28,,,
VEN,NOR,migrazione,2023,58,,,
VEN,NOR,migrazione,2024,66,,,
VEN,PAN,migrazione,2018,46,,,
VEN,PAN,migrazione,2019,61,,,
VEN,PAN,migrazione,2020,65,,,
VEN,PAN,migrazione,2021,61,,,
VEN,PAN,migrazione,2022,71,,,
VEN,PAN,migrazione,2023,94,,,
VEN,PAN,migrazione,2024,93,,,
VEN,PRY,migrazione,2018,34,,,
VEN,PRY,migrazione,2019,750,,,
VEN,PRY,migrazione,2020,1251,,,
VEN,PRY,migrazione,2021,3412,,,
VEN,PRY,migrazione,2022,4315,,,
VEN,PRY,migrazione,2023,4675,,,
VEN,PRY,migrazione,2024,4730,,,
VEN,PER,migrazione,2018,735,,,
VEN,PER,migrazione,2019,1230,,,
VEN,PER,migrazione,2020,2628,,,
VEN,PER,migrazione,2021,4098,,,
VEN,PER,migrazione,2022,4763,,,
VEN,PER,migrazione,2023,4906,,,
VEN,PER,migrazione,2024,4942,,,
VEN,ESP,migrazione,2018,72,,,
VEN,ESP,migrazione,2019,35243,,,
VEN,ESP,migrazione,2020,75640,,,
VEN,ESP,migrazione,2021,88492,,,
VEN,ESP,migrazione,2022,105054,,,
VEN,ESP,migrazione,2023,133714,,,
VEN,ESP,migrazione,2024,136485,,,
VEN,SUR,migrazione,2018,6,,,
VEN,SUR,migrazione,2019,8,,,
VEN,SUR,migrazione,2020,12,,,
VEN,SUR,migrazione,2021,12,,,
VEN,SUR,migrazione,2022,13,,,
VEN,SUR,migrazione,2023,12,,,
VEN,SUR,migrazione,2024,12,,,
VEN,SWE,migrazione,2018,8,,,
VEN,SWE,migrazione,2019,13,,,
VEN,SWE,migrazione,2020,28,,,
VEN,SWE,migrazione,2021,41,,,
VEN,SWE,migrazione,2022,41,,,
VEN,SWE,migrazione,2023,53,,,
VEN,SWE,migrazione,2024,62,,,
VEN,CHE,migrazione,2018,6,,,
VEN,CHE,migrazione,2019,15,,,
VEN,CHE,migrazione,2020,39,,,
VEN,CHE,migrazione,2021,53,,,
VEN,CHE,migrazione,2022,77,,,
VEN,CHE,migrazione,2023,87,,,
VEN,CHE,migrazione,2024,99,,,
VEN,TTO,migrazione,2018,497,,,
VEN,TTO,migrazione,2019,2040,,,
VEN,TTO,migrazione,2020,2841,,,
VEN,TTO,migrazione,2021,3221,,,
VEN,TTO,migrazione,2022,3098,,,
VEN,TTO,migrazione,2023,2945,,,
VEN,TTO,migrazione,2024,3035,,,
VEN,URY,migrazione,2018,17,,,
VEN,URY,migrazione,2019,74,,,
VEN,URY,migrazione,2020,225,,,
VEN,URY,migrazione,2021,414,,,
VEN,URY,migrazione,2022,621,,,
VEN,URY,migrazione,2023,774,,,
VEN,URY,migrazione,2024,799,,,
VEN,USA,migrazione,2018,11259,,,
VEN,USA,migrazione,2019,15706,,,
VEN,USA,migrazione,2020,17292,,,
VEN,USA,migrazione,2021,18735,,,
VEN,USA,migrazione,2022,22583,,,
VEN,USA,migrazione,2023,26326,,,
VEN,USA,migrazione,2024,28128,,,
VEN,DNK,migrazione,2019,5,,,
VEN,DNK,migrazione,2020,5,,,
VEN,DNK,migrazione,2021,5,,,
VEN,DNK,migrazione,2022,5,,,
VEN,DNK,migrazione,2023,5,,,
VEN,DNK,migrazione,2024,5,,,
VEN,LUX,migrazione,2019,15,,,
VEN,LUX,migrazione,2020,5,,,
VEN,LUX,migrazione,2021,8,,,
VEN,LUX,migrazione,2022,8,,,
VEN,LUX,migrazione,2023,8,,,
VEN,LUX,migrazione,2024,5,,,
VEN,NLD,migrazione,2019,13,,,
VEN,NLD,migrazione,2020,30,,,
VEN,NLD,migrazione,2021,107,,,
VEN,NLD,migrazione,2022,189,,,
VEN,NLD,migrazione,2023,267,,,
VEN,NLD,migrazione,2024,294,,,
VEN,BOL,migrazione,2020,242,,,
VEN,BOL,migrazione,2021,243,,,
VEN,BOL,migrazione,2022,243,,,
VEN,BOL,migrazione,2023,240,,,
VEN,BOL,migrazione,2024,240,,,
VEN,IND,migrazione,2020,5,,,
VEN,IND,migrazione,2021,5,,,
VEN,IND,migrazione,2022,5,,,
VEN,IND,migrazione,2023,5,,,
VEN,IND,migrazione,2024,5,,,
VEN,NZL,migrazione,2021,5,,,
VEN,NZL,migrazione,2022,5,,,
VEN,NZL,migrazione,2023,5,,,
VEN,NZL,migrazione,2024,5,,,
VEN,POL,migrazione,2021,17,,,
VEN,POL,migrazione,2022,22,,,
VEN,POL,migrazione,2023,23,,,
VEN,POL,migrazione,2024,20,,,
VEN,SLV,migrazione,2021,12,,,
VEN,SLV,migrazione,2022,12,,,
VEN,SLV,migrazione,2023,13,,,
VEN,SLV,migrazione,2024,13,,,
VEN,DOM,migrazione,2022,191,,,
VEN,DOM,migrazione,2023,184,,,
VEN,PRT,migrazione,2022,5,,,
VEN,PRT,migrazione,2023,5,,,
VEN,PRT,migrazione,2024,5,,,
VEN,HUN,migrazione,2024,5,,,
USA,CHN,cyber,2023-Q2,,Data theft;Hijacking with Misuse,Unspecified US intelligence agencies stole trade secrets from a a major Chinese high-tech enterprise since at least May 2023,eurepoc
USA,CHN,cyber,2024-Q3,,Data theft;Hijacking with Misuse,Unspecified US intelligence agency stole trade secrets from an unnamed Chinese advanced materials design and research since at least August 2024,eurepoc
USA,CHN,cyber,2024-Q1,,Hijacking with Misuse,"FBI Disrupts Global Botnet Operated by Chinese State-Sponsored Hackers That Affected Over 200,000 Devices Worldwide",eurepoc
USA,CHN,cyber,,,Espionage,Targeting of Northwestern Polytechnical University,cfr
USA,CHN,cyber,2016-Q3,,Espionage,Project Sauron,cfr
USA,CHN,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,RUS,cyber,2024-Q1,,Data theft;Hijacking with Misuse,Pro-Ukrainian hacktivist group One Fist stole 100GB of data from Russian defence company Special Technological Center LLC (STC) in January 2024,eurepoc
USA,RUS,cyber,2021-Q1,,Data theft;Disruption;Hijacking with Misuse,"UK, US and other law enforcement agencies infiltrated LockBit ransomware group as early as 2021 eventually seizing public websites and servers in 2024",eurepoc
USA,RUS,cyber,2018-Q4,,Disruption;Hijacking with Misuse,US Attack on Internet Reseach Internet Agency,eurepoc
USA,RUS,cyber,,,Espionage,Targeting of Russian iPhone users,cfr
USA,RUS,cyber,,,Data destruction,Targeting of Hive ransomware group,cfr
USA,RUS,cyber,,,Data destruction,Targeting of REvil,cfr
USA,RUS,cyber,,,Sabotage,Targeting of TrickBot computer networks,cfr
USA,RUS,cyber,,,Sabotage,U.S. Cyber Command,cfr
USA,RUS,cyber,2019-Q1,,Denial of service,U.S. Cyber Command offensive attack of Russian troll farm,cfr
USA,RUS,cyber,,,Sabotage,Targeting of Internet Research Agency,cfr
USA,RUS,cyber,2016-Q3,,Espionage,Project Sauron,cfr
USA,RUS,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,RUS,migrazione,2018,5,,,
USA,RUS,migrazione,2020,5,,,
USA,RUS,migrazione,2021,5,,,
USA,RUS,migrazione,2022,9,,,
USA,RUS,migrazione,2023,20,,,
USA,RUS,migrazione,2024,32,,,
USA,RUS,coinvolgimento_militare,2018-Q2,1,,,
USA,ESP,cyber,2024-Q1,,Data theft;Hijacking with Misuse,Unidentified US-based Hacker Targeted Systems of Spanish Foundation for Development of Nursing (FUDEN) with Ransomware On 27 January 2024,eurepoc
USA,ESP,migrazione,2020,11,,,
USA,ESP,migrazione,2021,19,,,
USA,ESP,migrazione,2022,122,,,
USA,ESP,migrazione,2023,153,,,
USA,ESP,migrazione,2024,183,,,
USA,IRN,cyber,2020-Q1,,Disruption,Iranian telecom disruption,eurepoc
USA,IRN,cyber,2019-Q2,,Disruption;Hijacking with Misuse,US hack on IRGC,eurepoc
USA,IRN,cyber,2019-Q3,,Disruption;Hijacking with Misuse,Anti-Propaganda Operation by the US,eurepoc
USA,IRN,cyber,2019-Q3,,Disruption;Hijacking with Misuse,USA cyberattack against Iranian military,eurepoc
USA,IRN,cyber,,,Data destruction,U.S. retaliation against Iran,cfr
USA,IRN,cyber,2016-Q3,,Espionage,Project Sauron,cfr
USA,IRN,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,IRN,coinvolgimento_militare,2019-Q3,1,,,
USA,IRN,coinvolgimento_militare,2019-Q2,2,,,
USA,IRN,coinvolgimento_militare,2020-Q3,1,,,
USA,IRN,coinvolgimento_militare,2020-Q2,3,,,
USA,IRN,coinvolgimento_militare,2023-Q3,1,,,
USA,IRN,coinvolgimento_militare,2021-Q2,3,,,
USA,PRK,cyber,2017-Q3,,Denial of service,Targeting North Korea’s Reconnaissance General Bureau,cfr
USA,PRK,cyber,2017-Q1,,Sabotage,Compromise the North Korean nuclear program,cfr
USA,BEL,cyber,2016-Q3,,Espionage,Project Sauron,cfr
USA,BEL,migrazione,2022,5,,,
USA,BEL,migrazione,2023,5,,,
USA,BEL,migrazione,2024,5,,,
USA,RWA,cyber,2016-Q3,,Espionage,Project Sauron,cfr
USA,SWE,cyber,2016-Q3,,Espionage,Project Sauron,cfr
USA,SWE,migrazione,2018,20,,,
USA,SWE,migrazione,2019,22,,,
USA,SWE,migrazione,2020,22,,,
USA,SWE,migrazione,2021,21,,,
USA,SWE,migrazione,2022,30,,,
USA,SWE,migrazione,2023,25,,,
USA,SWE,migrazione,2024,23,,,
USA,IRQ,cyber,2016-Q1,,Sabotage,Targeting of the Islamic State group,cfr
USA,SYR,cyber,2016-Q1,,Sabotage,Targeting of the Islamic State group,cfr
USA,SYR,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,SYR,coinvolgimento_militare,2019-Q1,2,,,
USA,SYR,coinvolgimento_militare,2018-Q4,5,,,
USA,SYR,coinvolgimento_militare,2019-Q4,6,,,
USA,SYR,coinvolgimento_militare,2020-Q2,1,,,
USA,SYR,coinvolgimento_militare,2018-Q3,1,,,
USA,SYR,coinvolgimento_militare,2020-Q1,4,,,
USA,SYR,coinvolgimento_militare,2024-Q3,2,,,
USA,SYR,coinvolgimento_militare,2021-Q4,2,,,
USA,SYR,coinvolgimento_militare,2022-Q1,1,,,
USA,SYR,coinvolgimento_militare,2024-Q1,1,,,
USA,SYR,coinvolgimento_militare,2024-Q2,1,,,
USA,AFG,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,DZA,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,IND,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,KEN,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,LBN,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,LBY,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,MLI,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,PAK,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,ARE,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,GBR,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,GBR,migrazione,2018,52,,,
USA,GBR,migrazione,2019,58,,,
USA,GBR,migrazione,2020,62,,,
USA,GBR,migrazione,2021,67,,,
USA,GBR,migrazione,2022,67,,,
USA,GBR,migrazione,2023,99,,,
USA,GBR,migrazione,2024,110,,,
USA,YEM,cyber,2015-Q1,,Espionage,Equation Group,cfr
USA,YEM,coinvolgimento_militare,2020-Q1,12,,,
USA,YEM,coinvolgimento_militare,2021-Q4,2,,,
USA,YEM,coinvolgimento_militare,2019-Q4,3,,,
USA,YEM,coinvolgimento_militare,2019-Q1,10,,,
USA,YEM,coinvolgimento_militare,2020-Q4,3,,,
USA,YEM,coinvolgimento_militare,2020-Q2,5,,,
USA,YEM,coinvolgimento_militare,2019-Q3,3,,,
USA,YEM,coinvolgimento_militare,2019-Q2,6,,,
USA,YEM,coinvolgimento_militare,2018-Q3,11,,,
USA,YEM,coinvolgimento_militare,2018-Q2,10,,,
USA,YEM,coinvolgimento_militare,2018-Q1,22,,,
USA,YEM,coinvolgimento_militare,2021-Q3,4,,,
USA,YEM,coinvolgimento_militare,2021-Q1,1,,,
USA,YEM,coinvolgimento_militare,2021-Q2,2,,,
USA,YEM,coinvolgimento_militare,2022-Q1,4,,,
USA,YEM,coinvolgimento_militare,2022-Q2,4,,,
USA,YEM,coinvolgimento_militare,2022-Q3,7,,,
USA,YEM,coinvolgimento_militare,2022-Q4,5,,,
USA,YEM,coinvolgimento_militare,2023-Q1,5,,,
USA,YEM,coinvolgimento_militare,2023-Q2,2,,,
USA,YEM,coinvolgimento_militare,2023-Q3,3,,,
USA,YEM,coinvolgimento_militare,2023-Q4,2,,,
USA,YEM,coinvolgimento_militare,2020-Q3,1,,,
USA,YEM,coinvolgimento_militare,2018-Q4,1,,,
USA,YEM,coinvolgimento_militare,2024-Q3,58,,,
USA,YEM,coinvolgimento_militare,2024-Q2,57,,,
USA,YEM,coinvolgimento_militare,2024-Q1,150,,,
USA,YEM,coinvolgimento_militare,2024-Q4,60,,,
USA,ARG,migrazione,2018,5,,,
USA,ARG,migrazione,2019,5,,,
USA,ARG,migrazione,2020,5,,,
USA,ARG,migrazione,2021,5,,,
USA,ARG,migrazione,2022,5,,,
USA,ARG,migrazione,2023,5,,,
USA,ARG,migrazione,2024,5,,,
USA,AUS,migrazione,2018,16,,,
USA,AUS,migrazione,2019,15,,,
USA,AUS,migrazione,2020,17,,,
USA,AUS,migrazione,2021,17,,,
USA,AUS,migrazione,2022,20,,,
USA,AUS,migrazione,2023,20,,,
USA,AUS,migrazione,2024,10,,,
USA,AUT,migrazione,2018,5,,,
USA,AUT,migrazione,2019,5,,,
USA,AUT,migrazione,2020,5,,,
USA,AUT,migrazione,2021,5,,,
USA,AUT,migrazione,2022,5,,,
USA,AUT,migrazione,2023,5,,,
USA,AUT,migrazione,2024,34,,,
USA,CAN,migrazione,2018,63,,,
USA,CAN,migrazione,2020,12,,,
USA,CAN,migrazione,2021,53,,,
USA,CAN,migrazione,2022,197,,,
USA,CAN,migrazione,2023,138,,,
USA,CAN,migrazione,2024,2709,,,
USA,ECU,migrazione,2018,7,,,
USA,ECU,migrazione,2019,7,,,
USA,ECU,migrazione,2020,8,,,
USA,ECU,migrazione,2021,8,,,
USA,ECU,migrazione,2022,8,,,
USA,ECU,migrazione,2023,8,,,
USA,ECU,migrazione,2024,5,,,
USA,DEU,migrazione,2018,133,,,
USA,DEU,migrazione,2019,133,,,
USA,DEU,migrazione,2020,134,,,
USA,DEU,migrazione,2021,125,,,
USA,DEU,migrazione,2022,227,,,
USA,DEU,migrazione,2023,232,,,
USA,DEU,migrazione,2024,228,,,
USA,ITA,migrazione,2018,5,,,
USA,ITA,migrazione,2019,5,,,
USA,ITA,migrazione,2021,5,,,
USA,ITA,migrazione,2022,29,,,
USA,ITA,migrazione,2023,9,,,
USA,ITA,migrazione,2024,34,,,
USA,MEX,migrazione,2018,7,,,
USA,MEX,migrazione,2019,18,,,
USA,MEX,migrazione,2020,27,,,
USA,MEX,migrazione,2021,38,,,
USA,MEX,migrazione,2022,50,,,
USA,MEX,migrazione,2023,60,,,
USA,MEX,migrazione,2024,67,,,
USA,MYS,migrazione,2018,8,,,
USA,MYS,migrazione,2019,7,,,
USA,MYS,migrazione,2020,7,,,
USA,MYS,migrazione,2021,7,,,
USA,MYS,migrazione,2022,5,,,
USA,MYS,migrazione,2023,6,,,
USA,MYS,migrazione,2024,5,,,
USA,NLD,migrazione,2018,6,,,
USA,NLD,migrazione,2019,17,,,
USA,NLD,migrazione,2020,29,,,
USA,NLD,migrazione,2021,32,,,
USA,NLD,migrazione,2022,110,,,
USA,NLD,migrazione,2023,81,,,
USA,NLD,migrazione,2024,92,,,
USA,CRI,migrazione,2019,5,,,
USA,CRI,migrazione,2020,5,,,
USA,CRI,migrazione,2021,5,,,
USA,CRI,migrazione,2022,7,,,
USA,CRI,migrazione,2023,7,,,
USA,CRI,migrazione,2024,12,,,
USA,FRA,migrazione,2021,9,,,
USA,FRA,migrazione,2022,10,,,
USA,FRA,migrazione,2023,11,,,
USA,FRA,migrazione,2024,12,,,
USA,SLV,migrazione,2021,5,,,
USA,SLV,migrazione,2022,5,,,
USA,SLV,migrazione,2023,5,,,
USA,SLV,migrazione,2024,5,,,
USA,BGR,migrazione,2022,20,,,
USA,DNK,migrazione,2022,5,,,
USA,DNK,migrazione,2023,5,,,
USA,DNK,migrazione,2024,9,,,
USA,EST,migrazione,2022,5,,,
USA,EST,coinvolgimento_militare,2024-Q3,1,,,
USA,FIN,migrazione,2022,7,,,
USA,FIN,migrazione,2023,10,,,
USA,FIN,migrazione,2024,12,,,
USA,HRV,migrazione,2022,8,,,
USA,HRV,migrazione,2023,11,,,
USA,HRV,migrazione,2024,11,,,
USA,HUN,migrazione,2022,7,,,
USA,HUN,migrazione,2023,9,,,
USA,HUN,migrazione,2024,14,,,
USA,LTU,migrazione,2022,5,,,
USA,LTU,migrazione,2023,5,,,
USA,LVA,migrazione,2022,6,,,
USA,LVA,migrazione,2023,6,,,
