event_date,year,event_type,sub_event_type,actor1,actor2,country,admin1,notes,fatalities,PERIODO
2019-10-04,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Beijing,"On 4 October 2019, a female petitioner from Xi'an, Shaanxi who went to appeal in Beijing was arrested in Haizijiao Village in Daxing district (Beijing) by governmental personnel from Shaanxi and hired thugs. She was then brought back to Shaanxi by car. The next day, she was detained in a hotel next to the Bianfang Elementary School in Weicheng District, Xianyang City until 11 October 2019. She was not allowed to have contact with anyone during her detention.",0,2019-Q4
2019-04-30,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Henan,"On 30 April 2019, a man who had a disability in one of his legs died after being punched by a city administrator in Shangjie District, Zhengzhou City. The man resisted when the city administrators tried to stop him from setting up his fortune telling stall, when he fell to the ground when one of the administrators punched him.",1,2019-Q2
2019-06-15,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Xinjiang,"In June 2019, two missionaries from Shandong Province were arrested in northern Xinjiang (coded as Urumqi), based on a tip-off to the police from a resident. When they were refused to sign a statement proclaiming that they would not engage in evangelism in the future, one of the missionaries were brutally beaten until he lost consciousness. They were ordered to return to Shandong the following day.",0,2019-Q2
2019-08-23,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hebei,"On 23 August 2019, a Taoist temple in Yongnian District (Handan City, Hebei Province) was demolished by the local government. More than 400 people government officials blocked the road to the temple on the day, and forcibly removed believers from the premises.",0,2019-Q3
2019-09-15,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hubei,"In September 2019, an ancient Buddhist temple in Jingzhou City, Hubei Province was demolished by the local public security and urban management departments, on the grounds that its registration certificate was false.",0,2019-Q3
2019-10-01,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Heilongjiang,"Between late September and early October 2019, two meeting places of Guangming House Church in Jixi City, Heilongjiang Province were seized, on the grounds that the church did not have a registration certificate.",0,2019-Q4
2019-10-15,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Shandong,"In October 2019, a three-faced Bodhisattva statue outside a Buddhist temple in Tianheng town, Jimo District (Qingdao City, Shandong Province) was demolished by the local government.",0,2019-Q4
2019-10-19,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Sichuan,"On 19 October 2019, a Seventh-day Adventist house church in Neijiang City, Sichuan Province was raided by more than 200 people (including government officials and police officers). They ordered to have the electricity cut off, and took some valuables from the church. Two employees of the church were beaten up by four police officers. The two employees, the pastor and a preacher were taken to a detention house for interrogation.",0,2019-Q4
2019-10-23,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Sichuan,"Around 23 October 2019 (in the week after 19 October), a Seventh-day Adventist house church in Neijiang City, Sichuan Province was raided by more than 100 officials and police officers. They confiscated tables and chairs, audio equipment, and other properties of the church. They also threw copies of the Bible into a trash can outside the church. They subsequently welded the entrance to the church. Members of the church also recevied calls from government officials, threatening to withhold the salaries of their children and grandchildren if they did not renounce their faith.",0,2019-Q4
2019-10-31,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hebei,"On 31 October 2019, a Catholic church was demolished on orders from government officials in Guantao County (Handan City, Hebei Province). Two Catholics protested against the demolition, but were forcibly dragged out of the church.",0,2019-Q4
2019-11-02,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Shandong,"On 2 November 2019, officials from the local government in Rencheng District, Jining City hired a construction team to remove religious signs and symbols from a women's mosque. The dome was also demolished, and the Chinese national flag was placed at the entrance.",0,2019-Q4
2019-11-17,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hebei,"On 17 November 2019, the Zunhua Muncipal Government forcibly demolished nine stupas in a Tibetan Buddhist temple in Zunhua County (Tangshan City, Hebei Province). This followed the previous incident on 14 November 2019 when the abbot of the temple was expelled, and parts of the temple were shut down.",0,2019-Q4
2019-12-09,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Inner Mongolia,"On 9 December 2019, a Tibetan Buddhist temple was demolished by local authorities in Horqin (Tongliao City, Inner Mongolia). The police used pepper spray to disperse the crowd when hundreds of local herders tried to stop the demolition.",0,2019-Q4
2019-12-26,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Sichuan,"On 26 December 2019, a Christian Brother was at the Chengdu Intermediate People's Court in Wuhou District (Chengdu, Sichuan) for the trial of a reverend, when he was pushed down and attacked by a few plainclothes police. He was later taken away to the police station for questioning, on who is the leader of his church, and the reason for his appearance at the trial.",0,2019-Q4
2019-08-12,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Guangdong,"On 12 August 2019, an activist from Heyuan, Guangdong was taken away by the police from his home. Police did not specify the reason for the arrest when they were asked. His personal belongings such as phone, passport, bank cards and ID card were confiscated.",0,2019-Q3
2020-02-21,2020,Protests,Peaceful protest,Protesters (China),,China,Jiangxi,"On 21 February 2020, an unreported number of people protested in front of a bank in Yichun City, Jiangxi Province, as they were unable to access their money due to funds being frozen as a result of the collapse of the bank.",0,2020-Q1
2020-02-26,2020,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Hubei,"On 26 February 2020, a citizen journalist was suspected to be taken away and held incommunicado by personnel from the Public Security Bureau in Wuhan City, Hubei Province. He had been in Wuhan reporting from the front line of the coronavirus outbreak, and was likely to be have been taken away by the authorities. He was livestreaming from his place of residence when there was a knock on his door, and his camera was abruptly cut off. This was part of an ongoing crackdown on people who had been reporting or sharing information about the coronavirus outbreak.",0,2020-Q1
2019-01-14,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-) People's Armed Police,Civilians (China),China,Fujian,"On 14 January 2019, a church-run kindergarten in Xinglin District (Xiamen City, Fujian Province) was demolished by a large number of heavily armed police officers in anti-riot gear and personnel from the district's urban management bureau. It was reported that parents and teachers were blocked in their own homes, with each household guarded by 5 to 6 personnel to prevent them from going out during the demolition.",0,2019-Q1
2019-01-17,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Henan,"On 17 January 2019, five houses in Dongyangcun (Luoyang City, Henan Province) were forcibly demolished by a forced demolition team made up of more than 100 personnel (including representatives from the Urban and Rural Planning Bureau, public security, subdistrict office). The people whose houses were demolished believed that their properties were legal, and that the administrative agencies had no legal right to forcibly demolish them.",0,2019-Q1
2019-03-11,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Henan,"On 11 March 2019, more than a dozen officials stormed into the home of a believer of a Three-Self Church in Zhoukou City, Henan Province. They took away religious paintings and books from his home and burned them outside. The officials also ordered the family to get rid of the remaining religious items at home.",0,2019-Q1
2019-06-02,2019,Strategic developments,Arrests,Police Forces of China (2012-),Civilians (China),China,Yunnan,"On 2 June 2019, four meeting venues of an All Sphere Church in Jianshui County (Honghe Hani and Yi Autonomous Prefecture, Yunnan Province) were raided by the police. Over 100 believers were taken away to the police stations for questioning. Bibles and hymnbooks were also confiscated from the venues. The houses of believers were raided, and believers were threatened by the police that they would be sentenced to prison should they continue practising their faith.",0,2019-Q2
2019-09-15,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Henan,"On 15 September 2019, more than 20 government officials raided and shut down a house church venue in Hebi City, Henan Province. This was part of a broader campaign to pressure house churches to join the state-run churches.",0,2019-Q3
2019-11-28,2019,Riots,Violent demonstration,Rioters (China),Police Forces of China (2012-),China,Guangdong,"On 28 November 2019, local residents of Huazhou, Maoming, Guangdong took to the streets in Huazhou to demonstrate against a plan by authorities to build a crematorium in a neighbourhood. They held placards. Police dispersed the demonstrators with tear gas and some police used batons to beat up a civilian. Both sides engaged in physical clashes. Some demonstrators felt unwell and were hospitalised. The local party secretary announced on 1 December that the crematorium plan would be terminated.",0,2019-Q4
2020-03-05,2020,Protests,Peaceful protest,Protesters (China),,China,Liaoning,"As reported on 5 March 2020, between 101 and 1000 merchants demonstrated at a shopping mall in Shenyang City, Liaoning Province, demanding for a refund of rent for the months of February and March. This was due to sluggish business, which had been severely impacted by the coronavirus outbreak.",0,2020-Q1
2019-04-22,2019,Protests,Peaceful protest,Protesters (China),,China,Shanxi,"On 22 April 2019, almost 300 miners and migrant workers gathered at a park opposite to the Shanxi Provincial Petitioning Bureau in Xinghualing District (Taiyuan city, Shanxi) to demand for wage arrears, pension funds, production subsidies and unemployment funds delayed and owed by the state and state-owned enterprise Xishan Coal and Electricity Power. Negotiations were held between the protesters and government officials.",0,2019-Q2
2019-04-18,2019,Protests,Peaceful protest,Protesters (China),,China,Guizhou,"On 18 April 2019, as many as 100 taxi drivers went on strike and protested in Qixingguan district (Bijie, Guizhou) against the market saturation of illegally operating taxis, and drivers claiming to be part of veteran- or disability-focused taxi groups. Their office was vandalised in the past year amidst tension between the groups.",0,2019-Q2
2019-12-26,2019,Protests,Peaceful protest,Protesters (China),,China,Shaanxi,"On 26 December 2019, as many as 100 workers protested in Qishan, Baoji, Shaanxi to demand more than 5 million RMB worth of wage arrears owed to more than 100 of them by a construction project.",0,2019-Q4
2019-05-21,2019,Protests,Peaceful protest,Protesters (China),,China,Sichuan,"On 21 May 2019, more than 300 teachers gathered at Jianyang's Letters and Calls Bureau in Jianyang County (Chengdu City, Sichuan Province) to demand for increase awards and 13 months worth of wage arrears owed to them by the schools.",0,2019-Q2
2020-04-09,2020,Protests,Peaceful protest,Protesters (China),,China,Hubei,"On 9 April 2020, dozens of small shop owners demonstrated outside the Grand Ocean Department Store in Jianghan District (Wuhan City, Hubei Province), chanting slogans and calling for the landlord to waive rental fees for a year, or refund the lease. The demonstration was prompted by the poor business during the coronavirus outbreak, which had severely hit small shop owners at the department store. The demonstrators continued to protest and held a sit-in protest on 10 April 2020, holding placards during the demonstration. This was one of at least two reported demonstrations held by merchants on the same day across Wuhan City, calling for a waiver of rental fees.",0,2020-Q2
2019-03-04,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Sichuan,"On 4 March 2019, a supermarket worker and Early Rain Covenant Church member disappeared in Chengdu after public security officers took him away. He received intimidation visits at his house numerous times prior to his forced disappearance.",0,2019-Q1
2019-03-06,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Henan,"On 6 March 2019, officials from the Jinshui District Bureau of Religious Affairs sealed off Panshi Church in Erqi district (Zhengzhou, Henan) after claims about regulation violations, and forbade them from organising religious activities in the future. Slogans were removed, and electricity supply was cut off.",0,2019-Q1
2019-03-09,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Hebei,"On 9 March 2019, a Shaanxi petitioner went incommunicado after he last informed a friend about being chased near his factory in Yanjiao town (Sanhe, Hebei) by the village chief and stability maintenance chief-of-staff of Ximing village, Chisha town, Chencang district of Baoji city. He was incommunicado for at least 11 days as of 20 Mar.",0,2019-Q1
2019-03-15,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Zhejiang,"On 15 March 2019, a pig farmer and Early Rain Covenant Church member from Chengdu disappeared in Hangzhou after the police were seen visiting his rental apartment. His clothes and belongings were left behind, but his phone, laptop and the landlord's computer were missing.",0,2019-Q1
2019-03-21,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Jiangsu,"On 21 March 2019, the former editor of Maoist website Red Reference - and now editor at a cultural organisation - was charged with 'inciting subservion of state power' by the Nanjing Ministry of State Security (Jiangsu), and placed under Residential Surveillance at a Designated Location (RSDL). The organisation was involved in the Jiashi workers unionization labour movement, and the Ministry was allegedly concerned with domestic non-government organisations that received funding from overseas. The editor usually worked in Nanjing, but also lived in Shanghai.",0,2019-Q1
2019-03-20,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Henan,"Around 20 March 2019 (in the week before 27 March 2019), almost a thousand family members of the deceased and the missing were sent to hotels in outlying counties and cities of Yancheng prefecture (Jiangsu) ahead of the government-organised memorial on the seventh day of an industrial explosion accident involving a chemical factory in Yancheng. It was an effort to 'maintain stability' and 'prevent them from congregating' after some family members had partaken in protests at county governments. At least one family was reported to have been arranged to stay in a hotel in Binhai district.",0,2019-Q1
2019-05-16,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Anhui,"On 16 May 2019, a dissident was arrested and tortured by the police in Hefei City, Anhui Province during a 24-hour custodial interrogation. He suffered from hunger, fatigue, sleep deprivation, and being denied access to the toilet. He was interrogated about his involvement in the commemoration of the 30th anniversary of Tiananmen Square protests and his interviews by foreign reporters.",0,2019-Q2
2019-02-27,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Henan,"On 27 February 2019, the father and sister of a detained human rights lawyer were picked up by 3 officers from the Domestic Security Protection Bureau in Xingyang (Henan) and were held incommunicado at a hotel until 1 March 2019. The human rights lawyer had been detained for defending lawyers who were arrested as part of the '709 crackdown' and was scheduled to be released the following day; his father and sister were en route to receive him when they were picked up.",0,2019-Q1
2019-06-09,2019,Protests,Peaceful protest,Protesters (China),,China,Hong Kong,"On 9 June 2019, around 150 fishers protested in the sea near Victoria Harbour (location coded as Admiralty, Central and Western District, Hong Kong) in support of the government's proposed extradition bill. They drove more than 20 ships displaying banners showing supportive messages of the bill.",0,2019-Q2
2019-03-02,2019,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Hebei,"On 2 March 2019, a human rights lawyer was taken away by two police officers and an officer from the Shijiazhuang Justice Bureau in Shijiazhaung City (Hebei) to undergo 'training' and was incommunicado for at least 6 days. A few days ago, he had started a petition to propose ammendments to the constitution that would stregthen civil rights that garnered almost 1000 signatures, and he had planned to submit it during the annual meeting of the CPPCC and NPC on 5 March 2019.",0,2019-Q1
2019-03-04,2019,Protests,Protest with intervention,Protesters (China),Police Forces of China (2012-),China,Henan,"On 4 March 2019, the Luoyang People's Government arrested 13 protesters during the second day of their protest at the Railway Station Square and Wangcheng Park in Xigong District (Luoyang, Henan), and took 28 others back to Yiyang county. Since 3 Mar, more than 50 workers with pneumoconiosis had been protesting to urge the Yiyang County Government to promptly resolve their demands for medical treatment and financial compensation. Protesters 'strolled about' in t-shirts with slogans.",0,2019-Q1
2019-04-16,2019,Protests,Peaceful protest,Protesters (China),,China,Shanxi,"On 16 April 2019, at least 60 kindergarten teachers from three county-level districts - Xinfu district, Yuanping city and Wutai county - petitioned at the Xinzhou City Petitioning Bureau and the Education Bureau in Xinfu district (Xinzhou, Shanxi) to express concerns about their employment status. Those three districts - out of the 14 governed under Xinzhou - were the only districts that had not converted eligible kindergarten teachers into teachers under the public school system. They also demanded a raise in compensation fees.",0,2019-Q2
2020-03-03,2020,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Hubei,"On 3 March 2020, a supermarket employee was beaten by a large number of personnel from the urban management bureau in Jianghan District (Wuhan City, Hubei Province). It was reported that the supermarket employee was distributing groceries in a community during the coronavirus outbreak, as part of a collaboration between the residents of the community and the supermarket. This was one of a number of similar incidents reported of law enforcement personnel using violence while performing their duties during this period.",0,2020-Q1
2019-05-13,2019,Protests,Protest with intervention,Protesters (China),Police Forces of China (2012-),China,Henan,"On 13 May 2019, more than 40 pneumoconiosis patients from Ziyang County of Shaanxi Province who had travelled to Luolong District (Luoyang City, Henan Province) to protest for their rights were arrested en masse by the police before they were able to start the protest. They were sent back to Ziyang County by the police on the following day.",0,2019-Q2
2019-09-15,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Jiangxi,"Around 15 September 2019 (month of), a Catholic meeting venue in Poyang county (Shangrao City, Jiangxi Province) was ordered to cease religious activities because it was not part of the state-controlled Chinese Patriotic Catholic Association. Local officials threatened to revoke retirement pensions of elderly congregation members if another meeting were to be held. The church's cross, a painting of the Virgin Mary, and religious couplets were removed, and replaced with portraits of Xi Jinping and Mao Zedong.",0,2019-Q3
2019-11-28,2019,Riots,Violent demonstration,Rioters (China),Police Forces of China (2012-),China,Guangdong,"On 28 November 2019, residents in Wenlou town (Huazhou, Maoming City, Guangdong Province) clashed with more than 1,000 police when they demonstrated against a local government plan to build a crematorium in the town. Villagers planned to bring a petition to the town government, but were stopped by the police. As the police tried to contain the villagers, they blocked roads with stones and woods and set fire to a police check point. Police beat demonstrators with batons and stones, fired tear gases, and used an armoured vehicle to clear the road. They also sealed off the village until the day after and arrested many young villagers to prevent them from escaping and reporting to the upper level of authority. Many people were injured and sent to hospitals, including elderly and children.",0,2019-Q4
2020-05-12,2020,Protests,Protest with intervention,Protesters (China),Police Forces of China (2012-),China,Jiangxi,"On 12 May 2020, 7 representatives from Pingxiang City petitioned at the Jiangxi Provincial Committee and Government Bureau for Letters and Calls in Donghu District (Nanchang City, Jiangxi Province), against an alleged misreporting by the Pingxiang municipal government, following a recently published announcement that it had settled and resolved 46 cases of petitions. It was reported that one of the representatives was taken away at the scene by an interceptor from the stability maintenance office.",0,2020-Q2
2019-12-15,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Fujian,"Around 15 December 2019 (month of), 176 Christian headstones with crosses were demolished in Xiapu County (Ningde City, Fujian Province) by officials from the county government. It was reported that the land on which these headstones were resting on was later sold for ten times of the original price. This was part of a broader campaign to remove religious symbols from tombstones.",0,2019-Q4
2019-04-25,2019,Protests,Peaceful protest,Protesters (China),,China,Yunnan,"On 25 April 2019, nearly 100 private, substitute, and kindergarten teachers from cities and prefectures such as Zhaotong, Qujing, Kunming, and Red River gathered at the Provincial Party Committee and People's Government of Yunnan Province in Wuhua District (Kunming, Yunnan) to petition for their rights. Police forces stood by but did not intervene.",0,2019-Q2
2019-05-01,2019,Protests,Peaceful protest,Protesters (China),,China,Macao,"On 1 May 2019, between 130 and 500 pre-sale buyers of Pearl Horizon flats carrying white flags with slogans marched from the abandoned Polytex construction site in Areia Preta district to Government Headquarters in Nam Van district in Macao, urging the government to settle the long-running problem of the ill-fated residential project before the end of its term. A total of 120 police officers were present to maintain order, but they did not intervene in the protest.",0,2019-Q2
2019-05-01,2019,Protests,Peaceful protest,Protesters (China),,China,Macao,"On 1 May 2019, between 280 and 560 people took part in a march organised by the Macau Family Union Federation in Macao. They urged both the local government and the central government to meet their long-standing demand that their grown-up mainland-born children be allowed to move to Macao. The protesters started the demonstration in Triangle Garden, submitted their petition to an official at the Central People's Government Liaison Office in Macau in Zape and finished the march before submitting their petition to an official at Government Headquarters in Nam Van.",0,2019-Q2
2019-01-16,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Jiangsu,"On 16 January 2019, two archaeologists were beaten by more than 10 urban management personnel at an excavation site in Sangshujiao, Hanjiang District (Yangzhou, Jiangsu). It was reported that the assault was prompted by grievances around the illegal construction of the archaeologists. The municipal government had reported that the officers involved had been detained and given a serious warning.",0,2019-Q1
2019-10-15,2019,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Xinjiang,"Around 15 October 2019 (month of), a Kazakh woman from Ulanbuqa village, Maralsu township of Emini county (Tarbagatay, Xinjiang) was questioned and beaten (most likely by authorities) after her husband's escape into Kazakhstan on 6 Oct, reportedly fainting from the assault. Her husband would succeed in obtaining political asylum in Kazakhstan.",0,2019-Q4
2020-05-27,2020,Violence against civilians,Abduction/forced disappearance,Police Forces of China (2012-),Civilians (China),China,Beijing,"On 27 May 2020, a Christian from Hubei was taken away from his residence in Fangshan District (Beijing) by 10 police and personnel from the Hubei representative office in Beijing. His wife stated that the police confirmed that he had been taken away by the public security bureau but his whereabouts remained unknown at the time of reporting on 28 May 2020. It was suspected that he might have been taken away ahead of the 31st anniversary of the 1989 Tiananmen Square Protests, as he had previously been involved in commemorative events for the Tiananmen Square Protests with his wife.",0,2020-Q2
2020-05-28,2020,Violence against civilians,Attack,Police Forces of China (2012-),Civilians (China),China,Sichuan,"On 28 May 2020, a Christian from the Early Rain Covenant Church was assaulted in Chengdu City, Sichuan Province by the local police, subdistrict and community officers as he was preparing to move out to Caojiaxiang in another district of the city. Another Christian accompanying him was also beaten with the government personnel. The believer was evicted from his residence on 27 May 2020 in his hometown of Pingchang County after being administratively detained for 15 days. It was reported that this was part of a broader campaign by the authorities to evict believers of Early Rain Covenant Church from their jurisdiction and Chengdu.",0,2020-Q2
2019-12-01,2019,Protests,Peaceful protest,Protesters (China),,China,Guangdong,"On 1 December 2019, some residents of Huazhou, Maoming, Guangdong petitioned at the local government regarding the withdrawal of the plan by authorities to build a crematorium in a neighbourhood. They held a banner. During verbal confrontation with the protesters, the Public Security Officer of the local government stepped on a Chinese national flag.",0,2019-Q4
2019-03-14,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Henan,"On 14 March 2019, about 100 government officials and police officers, led by the Town Secretary, demolished a Three-Self church in Xianglushan town of Yiyang county (Luoyang, Henan). The church was state-approved with a property certificate, but authorities now claimed that it had 'violated building laws,' resulting in the joint operation led by the Yiyang County Government, State Land Management Bureau and Planning Bureau.",0,2019-Q1
2019-06-30,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Jiangxi,"On 30 June 2019, a house church meeting venue in Nanchang's Wanli district was closed because it was unregistered, and the person in charge was taken away for questioning. Three other meeting venues in Nanchang were also shut down.",0,2019-Q2
2019-12-20,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Shandong,"On 20 December 2019, a Protestant house church venue in Tai'erzhuang District (Zaozhuang City, Shandong Province) was raided by nine local government officials. During the raid, officials tore down religious paintings from the walls and burnt the paintings. This was part of a broader campaign to crack down on non-state-approved house churches.",0,2019-Q4
2019-03-06,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Henan,"On 6 March 2019, local government officials pried open the gate to a church in Erqi District (Zhengzhou City, Henan Province) and vandalized the venue. The officials also looted RMB 70,000 worth of church items, and sealed off the venue with barricade tape.",0,2019-Q1
2019-06-13,2019,Protests,Protest with intervention,Protesters (China),Police Forces of China (2012-),China,Jiangxi,"Around 13 June 2019, residents of Beidong village, under the jurisdiction of Bailingzhen in Xiushui county in Jiujiang, Jiangxi province protested over the burial reform that all bodies to be cremated, but were violently dispersed by the local police.",0,2019-Q2
2019-06-11,2019,Protests,Peaceful protest,Protesters (China),,China,Jiangxi,"On 11 June 2019, more than 2000 people gathered at the cemetery in Quanfeng town, Xiushui county, Jiujiang in Jiangxi province to guard the grave of one deceased man whose family buried him on the same day secretly to avoid forced cremation by the government, after the government decided to dig up his remains.",0,2019-Q2
2019-12-15,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Heilongjiang,"In December 2019, numerous crosses were removed from a Three-Self church in Hegang City, Heilongjiang Province by the authorities. This was part of a broader campaign launched by the central government to remove crosses from churches across China.",0,2019-Q4
2019-09-26,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hubei,"On 26 September 2019, a Buddhist temple in Dawu County (Xiaogan City, Hubei Province) was razed to the ground by the local Religious Affairs Bureau. This was part of the ramped up efforts to crackdown on religious venues across Hubei Province ahead of the announcement of the central government's return inspections.",0,2019-Q3
2019-09-08,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Shandong,"On 8 September 2019, a house church meeting venue in a village in Zhangwang Township (Zaozhuang City, Shandong Province) was raided by government officials. All future gatherings were banned for indefinite period due to the on-going 'riots' in Hong Kong. The officials threatened to dismiss the village's Party secretary and the village head if there was to be any future gatherings.",0,2019-Q3
2019-07-15,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Liaoning,"In July 2019, a statue of Lao-Tzu outside the Daoist Xuandu Temple in the Dagushan Scenic Area in Gushan town (Donggang City, Liaoning Province) were altered to look like a writer of one of the essential classical novels of Chinese literature as required by the city's Religious Affairs Bureau. The Bureau had sealed off the temple earlier in September 2018 in an attempt to demolish it, but only allowed to the temple to remain on the condition that Lao-Tzu statue would be altered.",0,2019-Q3
2019-08-05,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Jiangxi,"On 5 August 2019, a Three-Self church in Hangkou town, Xiushui county (Jiujiang City, Jiangxi Province) was demolished by the local government on claims the land on which it stood was planned to be used for a new road. The order was issued on July 27, and the people in charge of the church tried to persuade the government to save the church. After that, they were held in the town hall and forced to sign an agreement to accept the demolition and relocation of the church. It was part of a broader campaign launched by the CCP to reduce the number of Three-Self Churches nationwide.",0,2019-Q3
2019-09-20,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Sichuan,"On 20 September 2019, a Sola Fide (Protestant) meeting venue in Chengdu City, Sichuan Province was shut down after a raid by police officers and officials from the Religious Affairs Bureau. They took down the ID information of all believers present, and threatened to detain and fine anyone who continued to gather.",0,2019-Q3
2019-05-12,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Hunan,"On 12 May 2019, the Jinxiangtan Church in Xiangtan City, Hunan Province was shut down by the police. At least 15 other house churches were sealed off over the weekend. It was reported that it might be part of a national campaign by the authorities to silence dissent and religious individuals before the 30th anniversary of Tiananmen Square protests.",0,2019-Q2
2019-03-06,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hebei,"On 6 March 2019, local police raided six Buddhist statue factories in Zhuanlu Town (Baoding City, Hebei Province) and destroyed the casting kilns in one of the factories and smashed statue moulds in another factory. It was reported that the owners of these two factories incurred losses of ten of thousands of RMB. In the other four factories, Buddhist statues were confiscated. It was part of an extended campaign to crack down on Buddhist statues at the source, by cracking down on factories that produce the statues.",0,2019-Q1
2019-11-11,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Henan,"On 11 November 2019, law enforcement officers raided a Buddhist temple in Liangyuan District (Shangqiu City, Henan Province), and confiscated four pickup trucks worth of religious books. This was part of a broader effort to confiscate books by a prominent Buddhist monk, whose teachings have been banned by the CCP.",0,2019-Q4
2019-11-15,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Shandong,"In November 2019, the cross and religious paintings were removed from a Protestant house church venue in Baishan (Boshan) Village, Qichun Town (Zaozhuang City, Shandong Province) by the authorities. Two people in charge of the church were also arrested later in the same month. This was part of a broader campaign to crack down on non-state-approved house churches.",0,2019-Q4
2019-09-06,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hubei,"On 6 September 2019, the Tianfu Temple in Xintan Town (Honghu City, Hubei Province) was demolished by government officials referring to the CCP's policy of banning all religions. The believers and the guards at the temple attempted to stop the demolition but were forcibly removed.",0,2019-Q3
2019-11-08,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Jiangsu,"On 8 November 2019, a Three-Self church in Sanshu Town, Huaiyin District (Huai'an City, Jiangsu Province) was merged with two other Three-Self churches on orders of the government. The licence to hold religious activity at the venue had been cancelled by the authorities, and the believers were forced to congregate at a new venue that is six times smaller than the old venue. This was part of a broader campaign to reduce the number of churches.",0,2019-Q4
2019-01-04,2019,Strategic developments,Looting/property destruction,Police Forces of China (2012-),Civilians (China),China,Hubei,"On 4 January 2019, more than 10 law enforcement officers stormed into a Buddhist temple in Guangshui City (Suizhou City, Hubei Province) and smashed the statues inside the temple with sledgehammers. During the raid, they also threatened to arrest the person in charge if he interfered.",0,2019-Q1
2019-08-15,2019,Strategic developments,Change to group/activity,Police Forces of China (2012-),,China,Hebei,"In August 2019, a house church meeting venue in Dachang Hui Autonomous County (Langfang City, Hebei Province) was shut down by the authorities, because it was not a member of the state-controlled Three-Self Churches. This was part of a broader campaign to force house churches to join the state-controlled Three-Self churches.",0,2019-Q3
