PERIODO,EVENTS
2020-Q1,31
2020-Q2,100
2020-Q3,84
2020-Q4,72
2021-Q1,36
2021-Q2,55
2021-Q3,35
2021-Q4,27
2022-Q1,40
2022-Q2,60
2022-Q3,57
2022-Q4,38
2023-Q1,40
2023-Q2,38
2023-Q3,38
2023-Q4,42
2024-Q1,26
2024-Q2,40
2024-Q3,41
2024-Q4,26
