titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Machete,Espionage,,"Argentina, Belgium, Brazil, China, Colombia, Cuba, Ecuador, France, Germany, Malaysia, Peru, Russian Federation, Spain, Sweden, United States, Venezuela (Bolivarian Republic of)",vittima,2014-08-20,archivio_cfr_2019,"This threat actor targets military, government entities, and telecommunications providers, primarily in Latin America, for the purpose of espionage.",https://www.cfr.org/cyber-operations/machete
