PERIODO,EVENTS
2020-Q1,39
2020-Q2,29
2020-Q3,37
2020-Q4,17
2021-Q1,19
2021-Q2,34
2021-Q3,22
2021-Q4,21
2022-Q1,11
2022-Q2,19
2022-Q3,11
2022-Q4,14
2023-Q1,15
2023-Q2,16
2023-Q3,12
2023-Q4,7
2024-Q1,12
2024-Q2,16
2024-Q3,47
2024-Q4,11
