year,coa_name,refugees
2018,Türkiye,3622366
2018,Lebanon,944181
2018,Jordan,676283
2019,Türkiye,3576370
2019,Lebanon,910586
2019,Jordan,654692
2020,Türkiye,3641370
2020,Lebanon,865300
2020,Jordan,662790
2021,Türkiye,3737369
2021,Lebanon,840929
2021,Jordan,672952
2022,Türkiye,3535898
2022,Lebanon,814715
2022,Jordan,660892
2023,Türkiye,3214780
2023,Lebanon,784884
2023,Germany,705812
2024,Türkiye,2901478
2024,Lebanon,755426
2024,Germany,725102
