titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of South Sudanese citizens,Espionage,South Sudan,South Sudan,entrambi,,da_estrarre_con_llm,"The South Sudanese government acquired surveillance capabilities from Israeli company Verint Systems between 2015 and 2017 to spy on South Sudanese citizens, according to a report by Amnesty International.",https://www.cfr.org/cyber-operations/targeting-of-south-sudanese-citizens
