event_date,year,event_type,sub_event_type,actor1,actor2,country,admin1,notes,fatalities,PERIODO
2021-03-07,2021,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Jizan,"On 7 March 2021, Houthi forces fired 7 Badr precision rockets at military areas of Abha Regional Airport (Abha, Asir) and other military targets in Jizan and Asir regions. Casualties unknown.",0,2021-Q1
2021-03-07,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Mecca,"On 7 March 2021, a Houthi drone or missile strike targeted Jeddah - King Abdulaziz International Airport (Jiddah, Mecca) causing the airport to temporarily partially shut down. Casualties unknown.",0,2021-Q1
2021-03-07,2021,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Eastern,"On 7 March 2021, Houthi forces fired 1 Zulfiqar ballistic missile at the Aramco Ras Tanura fuel port after a previous drone attack on the facility failed with the missile landing in Dhahran (Al Khubar, Eastern) 350m from Aramco housing units. There were no fatalities.",0,2021-Q1
2021-03-06,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 6 March 2021, Saudi forces shot down 8 Houthi drones launched towards targets in Saudi Arabia. In what is understood to be the same event Houthi forces claimed a successful attack on King Khalid Air Base (Khamis Mushayt, Asir) with at least 2 Sammad-3 drones.",0,2021-Q1
2021-03-06,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 6 March 2021, Saudi forces shot down 1 Houthi bomb-laden drone in Jizan (coded to district level).",0,2021-Q1
2021-03-04,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 4 March 2021, Saudi forces intercepted 1 Houthi bomb-laden drone launched towards Khamis Mushayt (Asir). In what is understood to be the same event Houthi forces claimed a successful attack targeting King Khalid Air Base.",0,2021-Q1
2021-03-04,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 4 March 2021, Saudi forces intercepted a ballistic missile launched by Houthi forces towards Jazan city (JIzan) in Saudi Arabia.",0,2021-Q1
2021-03-02,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 2 March 2021, Saudi forces shot down 1 Houthi bomb-laden drone targeting Abha Regional Airport (Asir). In what is understood to be the same event Houthi forces claimed a successful attack on the airport using 1 Qasif-2K drone.",0,2021-Q1
2021-02-27,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 27 February 2021, Saudi forces shot down between 4 and 6 Houthi drones launched towards Jizan (coded to district level) and Khamis Mushayt (coded to district level at Khamis Mushait) (Asir). In what is understood to be the same event Houthi forces claimed an operation on Saudi Arabia that involved 15 drones including 9 Sammad-3 and 6 Qasif-2K.",0,2021-Q1
2021-02-27,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 27 February 2021, Saudi-led coalition forces shot down a Houthi drone over Njran (Asir).",0,2021-Q1
2021-02-27,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Ar Riyadh,"Interception: On 27 February 2021, Saudi military forces shot down a Houthi ballistic missile over Riyadh (Ar Riyadh, Ar Riyadh).",0,2021-Q1
2021-02-21,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Mecca,"Interception: On 21 February 2021, Saudi defense forces intercepted a Houthi cruise missile in the skies of Taif city (At Taif, Makkah).",0,2021-Q1
2021-02-16,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 16 February 2021, Saudi forces shot down 1 Houthi bomb-laden drone launched towards Abha Regional Airport (Abha, Asir).",0,2021-Q1
2021-02-15,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Asir,"On 15 February 2021, Houthi Sammad and Qasif 2K drones targeted Abha Regional Airport (Abha, Asir) and Jeddah - King Abdulaziz International Airport (Jiddah, Mecca). Casualties unknown.",0,2021-Q1
2021-02-15,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Mecca,"On 15 February 2021, Houthi Sammad and Qasif 2K drones targeted Abha Regional Airport (Abha, Asir) and Jeddah - King Abdulaziz International Airport (Jiddah, Mecca). Casualties unknown.",0,2021-Q1
2021-02-14,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Asir,"On 14 February 2021, Houthi forces launched a Sammad-3 and Qasif-2K type drones at Abha Regional Airport (Asir). Casualties unknown.",0,2021-Q1
2021-02-13,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 13 February 2021, Saudi forces shot down 1 Houthi drone launched towards Abha Regional Airport (Asir). In what is understood to be the same event Houthi forces claimed a successful attack on the airport with a Sammad-3 drone.",0,2021-Q1
2021-02-12,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Asir,"On 12 February 2021, 3 Houthi Qasif-2K drones targeted Abha Regional Airport (Abha, Asir) and King Khalid Air base (Khamis Mushiat, Asir). Casualties unknown.",0,2021-Q1
2021-02-12,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Asir,"On 12 February 2021, 3 Houthi Qasif-2K drones targeted Abha Regional Airport (Abha, Asir) and King Khalid Air base (Khamis Mushayt, Asir). Casualties unknown.",0,2021-Q1
2021-02-10,2021,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Asir,"On 10 February 2021, Houthi forces launched four bomb-laden Sammad 3 drones and Qasif-2K drones at Abha Regional airport (Asir, Saudi Arabia) hitting a civilian aircraft. Casualties unknown.",0,2021-Q1
2021-01-26,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Ar Riyadh,"Interception: On 26 January 2021, the Saudi military reportedly intercepted a Houthi Zulfiqar ballistic missile east of Riyadh city (Ar Riyad). Some debris hit a civilian house without any casualties.",0,2021-Q1
2021-01-22,2021,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Al Waad Al Haq Brigades,Saudi Arabia,Ar Riyadh,"Interception: On 22 January 2021, Saudi air defense forces claimed to have intercepted a 'hostile air target' over Riyadh city (Ar Riyadh). Houthi officials denied any involvement in the attack that was later claimed by Iraqi militia group Al Waad Al Haq Brigades. The group claimed to have launched 3 drones at Al Yamama Palace and other targets in Riyadh.",0,2021-Q1
2020-12-15,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 15 December 2020, the Saudi military reportedly shot down a Houthi drone that was targeting Saudi areas. Location is unclear and is coded in Najran (Najran) as it is close to the border.",0,2020-Q4
2020-12-09,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 9 December 2020, the Saudi military shot down 1 Houthi drone that was targeting residential areas in southern Saudi Arabia (coded to Najran).",0,2020-Q4
2020-12-07,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 7 December 2020, the Saudi military shot down 1 Houthi drone that was targeting residential areas in southern Saudi Arabia (coded to Najran).",0,2020-Q4
2020-12-04,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 4 December 2020, the Saudi military intercepted 1 bomb-laden drone launched by Houthi forces towards southern Saudi Arabia (coded to Najran).",0,2020-Q4
2020-11-23,2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Mecca,"On 23 November 2020, Houthi forces launched a Quds-2 land attack cruise missile at Jeddah - Saudi ARAMCO (North Plant) (Jiddah, Makkah) striking a storage tank and causing a fire in the facility. There were no fatalities or injuries.",0,2020-Q4
2020-11-05,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 5 November 2020, Saudi forces claimed to have intercepted and destroyed 1 Houthi bomb-laden drone launched towards southern Saudi Arabia (coded to Najran).",0,2020-Q4
2020-10-28,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 28 October 2020, Saudi forces claimed to have intercepted 3 Houthi ballistic missiles and 6 drones including 1 Sammad and 1 Qasif targeting Najran (coded to district level), Jizan (coded to district level), and Khamis Mushayt (coded to district level at Khamis Mushait) (Asir).",0,2020-Q4
2020-10-28,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 28 October 2020, Saudi forces claimed to have intercepted 3 Houthi ballistic missiles and 6 drones including 1 Sammad and 1 Qasif targeting Najran (coded to district level), Jizan (coded to district level), and Khamis Mushayt (coded to district level at Khamis Mushait) (Asir).",0,2020-Q4
2020-10-27,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 27 October 2020, Saudi forces shot down 1 Houthi Qasif-2K drone targeting residential areas in southern Saudi Arabia. In what is understood to be the same event Houthi forces claimed a successful attack on Abha Regional Airport (Asir).",0,2020-Q4
2020-10-26,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 26 October 2020, Saudi forces claimed to have intercepted Houthi Qasif-2K drones targeting Abha Regional Airport (Abha, Asir) and King Khalid Air Base (Khamis Mushayt, Asir).",0,2020-Q4
2020-10-26,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 26 October 2020, Saudi forces claimed to have intercepted Houthi Qasif-2K drones targeting Abha Regional Airport (Abha, Asir) and King Khalid Air Base (Khamis Mushayt, Asir).",0,2020-Q4
2020-10-25,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 25 October 2020, Saudi forces shot down 1 Houthi Sammad-3 drone targeting residential areas in southern Saudi Arabia. In what is understood to be the same event Houthi forces claimed a successful attack on Abha Regional Airport (Asir). One source said that Saudi forces claimed to have shot down 4 drones on their way to Saudi Arabia.",0,2020-Q4
2020-10-25,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Asir,"On 25 October 2020, 1 Houthi Qasif-2K targeted King Khalid Air Base (Khamis Mushayt, Asir). Casualties unknown.",0,2020-Q4
2020-10-24,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Jizan,"On 24 October 2020, Houthi forces launched a Qasif 2k bomb-laden drone on Jizan Airport (Jazan, Jizan). No report of fatalities or injuries.",0,2020-Q4
2020-10-24,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 24 October 2020, Saudi forces claimed to have intercepted and destroyed Houthi bomb-laden drones launched towards southern Saudi Arabia. Houthi forces had earlier claimed to have launched 2 Qasif-2K drones at Abha Regional Airport (Abha, Asir) and King Khalid Air Base (Khamis Mushayt, Asir).",0,2020-Q4
2020-10-24,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 24 October 2020, Saudi forces claimed to have intercepted and destroyed Houthi bomb-laden drones launched towards southern Saudi Arabia. Houthi forces had earlier claimed to have launched 2 Qasif-2K drones at Abha Regional Airport (Abha, Asir) and King Khalid Air Base (Khamis Mushayt, Asir).",0,2020-Q4
2020-10-24,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,Civilians (Saudi Arabia),Saudi Arabia,Asir,"On 24 October 2020, fragments from 1 Houthi Qasif-2K drone intercepted by Saudi forces fell across Sarat Abidah district (coded to Surat Abydah) (Asir) causing damage to 5 homes and 3 vehicles and injuring 1 civilian.",0,2020-Q4
2020-10-06,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 6 October 2020, the Saudi military shot down 1 Houthi drone on its way to Najran city (Najran).",0,2020-Q4
2020-09-15,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Asir,"On 15 September 2020, pro-Houthi forces attacked Abha Regional Airport (Abha, Asir) with a Sammad-3 drone. Casualties unknown.",0,2020-Q3
2020-09-10,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Ar Riyadh,"Interception: On 10 September 2020, pro-Houthi forces launched four Sammad-3 drones and a Zulfiqar 'ballistic missile' towards a target in Riyadh (Ar Riyadh, Ar Riyad) that were intercepted according to the Saudi military.",0,2020-Q3
2020-09-08,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 8 September 2020,Saudi forces claimed to have intercepted and destroyed 1 Houthi bomb-laden drone launched towards Saudi Arabia. Houthi forces had earlier claimed to have launched 3 drones at Abha Regional airport (Abha, Asir).",0,2020-Q3
2020-09-08,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Asir,"On 8 September 2020, 3 Houthi drones targeted Abha Regional airport (Abha, Asir). The Saudi military claimed to have intercepted one drone and did not comment on the other two reported by the Houthis. No fatalities reported.",0,2020-Q3
2020-09-06,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 6 September 2020, a Houthi drone was shot down by Saudi forces in Southern Saudi Arabia. According to Houthi sources, an attack was carried out by multiple Houthi drones on Abha airport (Abha, Asir). No fatalities reported by either source.",0,2020-Q3
2020-09-01,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 1 September 2020, Saudi forces intercepted a Houthi ballistic missile that was targeting locations in Jizan (Jizan).",0,2020-Q3
2020-08-30,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 30 August 2020, Saudi forces reportedly shot down a Houthi drone with explosives over the Abha Regional airport (Abha, Asir), with reports of shrapnel falling on the airport and its surroundings, causing damage but no injuries or fatalities.",0,2020-Q3
2020-08-28,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 28 August 2020, the Saudi air defence reportedly intercepted and destroyed a Houthi ballistic missile allegedly directed against civilian targets in Najran city and 2 armed unmanned drones.",0,2020-Q3
2020-08-27,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 27 August 2020, the Saudi air defence reportedly intercepted and destroyed a Houthi ballistic missile allegedly directed against civilian targets in Najran city.",0,2020-Q3
2020-07-13,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 13 July 2020, Houthi forces claimed to have fired ballistic missiles and struck Abha Regional Airport (Abha, Asir), Jizan Regional Airport (Jazan, Jizan), Najran Airport (Najran, Najran) and the Saudi-ARAMCO facility in the industrial area of Jizan (Jazan, Jizan) with no reports of fatalities or injuries. Saudi forces claimed to have intercepted 7 drones and 4 ballistic missiles in what it called a failed attempt to attack infrastructure.",0,2020-Q3
2020-07-13,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 13 July 2020, Houthi forces claimed to have fired ballistic missiles and struck Abha Regional Airport (Abha, Asir), Jizan Regional Airport (Jazan, Jizan), Najran Airport (Najran, Najran) and the Saudi-ARAMCO facility in the industrial area of Jizan (Jazan, Jizan) with no reports of fatalities or injuries. Saudi forces claimed to have intercepted 7 drones and 4 ballistic missiles in what it called a failed attempt to attack infrastructure.",0,2020-Q3
2020-07-13,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 13 July 2020, Houthi forces claimed to have fired ballistic missiles and struck Abha Regional Airport (Abha, Asir), Jizan Regional Airport (Jazan, Jizan), Najran Airport (Najran, Najran) and the Saudi-ARAMCO facility in the industrial area of Jizan (Jazan, Jizan) with no reports of fatalities or injuries. Saudi forces claimed to have intercepted 7 drones and 4 ballistic missiles in what it called a failed attempt to attack infrastructure.",0,2020-Q3
2020-07-13,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 13 July 2020, Houthi forces claimed to have fired ballistic missiles and struck Abha Regional Airport (Abha, Asir), Jizan Regional Airport (Jazan, Jizan), Najran Airport (Najran, Najran) and the Saudi-ARAMCO facility in the industrial area of Jizan (Jazan, Jizan) with no reports of fatalities or injuries. Saudi forces claimed to have intercepted 7 drones and 4 ballistic missiles in what it called a failed attempt to attack infrastructure.",0,2020-Q3
2020-07-03,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Asir,"On 3 July 2020, pro-Houthi Qasif-2K drones targeted the control room of Najran - Najran Airport (Najran) and fighter jet hangars and warehouses in King Khalid Air Base (Khamis Mushayt, Asir) along with other unspecified military targets. Concurrently, Saudi-led coalition forces claimed to have intercepted and destroyed 4 pro-Houthi unmanned drones while flying over Yemeni territory (assumedly over Sadah governorate). Casualties unknown.",0,2020-Q3
2020-07-03,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Najran,"On 3 July 2020, pro-Houthi Qasif-2K drones targeted the control room of Najran - Najran Airport (Najran) and fighter jet hangars and warehouses in King Khaled Air Base (Khamis Mushait, Asir) along with other unspecified military targets. Concurrently, Saudi-led coalition forces claimed to have intercepted and destroyed 4 pro-Houthi unmanned drones while flying over Yemeni territory (assumedly over Sadah governorate). Casualties unknown.",0,2020-Q3
2020-06-28,2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Jizan,"On 28 June 2020, Houthi ballistic missiles targeted Jizan port (Jizan). No fatalities reported.",0,2020-Q2
2020-06-22,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Ar Riyadh,"Interception: On 22 June 2020, Houthi forces claimed to have targeted with Zulfiqar 'ballistic missiles', Quds-1 cruise missiles, and Sammad-3 suicide drones the Salman Air Base in Riyadh - Riyadh Air Base, the Saudi MoD building and the HQs of intelligence in Riyadh, and other military facilities in Jizan and Najran provinces. Saudi forces claimed to have intercepted the missiles and drones.",0,2020-Q2
2020-06-22,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Ar Riyadh,"Interception: On 22 June 2020, Houthi forces claimed to have targeted with Zulfiqar 'ballistic missiles', Quds-1 cruise missiles, and Sammad-3 suicide drones the Salman Air Base in Riyadh - Riyadh Air Base, the Saudi MoD building and the HQs of intelligence in Riyadh, and other military facilities in Jizan and Najran provinces. Saudi forces claimed to have intercepted the missiles and drones.",0,2020-Q2
2020-06-22,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: On 22 June 2020, Houthi forces claimed to have targeted with Zulfiqar 'ballistic missiles', Quds-1 cruise missiles, and Sammad-3 suicide drones the Salman Air Base in Riyadh - Riyadh Air Base, the Saudi MoD building and the HQs of intelligence in Riyadh, and other military facilities in Jizan and Najran provinces. Saudi forces claimed to have intercepted the missiles and drones.",0,2020-Q2
2020-06-22,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 22 June 2020, Houthi forces claimed to have targeted with Zulfiqar 'ballistic missiles', Quds-1 cruise missiles, and Sammad-3 suicide drones the Salman Air Base in Riyadh - Riyadh Air Base, the Saudi MoD building and the HQs of intelligence in Riyadh, and other military facilities in Jizan and Najran provinces. Saudi forces claimed to have intercepted the missiles and drones.",0,2020-Q2
2020-06-16,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 16 June 2020, Saudi-led coalition forces shot down a Houthi ballistic missiles in the skies of Najran (Saudi Arabia).",0,2020-Q2
2020-05-27,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Najran,"Interception: On 27 May 2020, Saudi forces intercepted a Houthi armed drone targeting Najran (Najran).",0,2020-Q2
2020-05-26,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Ar Riyadh,"Interception: On 26 May 2020, Saudi Patriot air defence systems reportedly intercepted a ballistic missile fired by pro-Houthi forces in the northeast of Riyad, with the debris falling in an unoccupied area east of King Khalid International Airport. There were no fatalities nor injuries.",0,2020-Q2
2020-05-26,2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,Civilians (Saudi Arabia),Saudi Arabia,Jizan,"On 26 May 2020, Saudi air defence systems reportedly intercepted a ballistic missile fired by pro-Houthi forces over Jizan governorate in southern Saudi Arabia. Three women in a village of Jizan were reportedly injured by the shrapnel.",0,2020-Q2
2020-03-28,2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,Civilians (Saudi Arabia),Saudi Arabia,Ar Riyadh,"On 28 March 2020, two pro-Houthi ballistic missiles were reportedly launched at Jizan (Jazan, Jizan) and Riyadh (Ar Riyad, Ar Riyad) cities in Saudi Arabia. The missiles were intercepted by the Saudi Air Defense forces and debris reportedly fell over neighbourhoods in Riyadh and Jizan, injuring two civilians slightly.",0,2020-Q1
2020-03-28,2020,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,Civilians (Saudi Arabia),Saudi Arabia,Jizan,"On 28 March 2020, two pro-Houthi ballistic missiles were reportedly launched at Jizan (Jazan, Jizan) and Riyadh (Ar Riyad, Ar Riyad) cities in Saudi Arabia. The missiles were intercepted by the Saudi Air Defense forces and debris reportedly fell over neighbourhoods in Riyadh and Jizan, injuring two civilians slightly.",0,2020-Q1
2020-03-27,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Asir,"Interception: On 27 March 2020, Saudi-led coalition forces reportedly intercepted and destroyed pro-Houthi unmanned drones directed against civilian targets in Abha and Khamis Mushait cities (Asir).",0,2020-Q1
2020-03-05,2020,Strategic developments,Disrupted weapons use,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Jizan,"Interception: On 5 March 2020, Houthi forces shot down 1 Saudi reconnaissance drone west of Al Khobh (Al Harth, Jizan).",0,2020-Q1
2020-02-22,2020,Strategic developments,Disrupted weapons use,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Jizan,"Interception: On 22 February 2020, Houthi forces shot down 1 Saudi reconnaissance drone east of Al Khobh (Al Harth, Jizan).",0,2020-Q1
2020-02-02,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: Around 2 February 2020 (as reported), Saudi forces claimed to have thwarted a Houthi drone attack in Jizan governorate, shooting down several devices. No fatalities nor injuries were reported.",0,2020-Q1
2020-01-27,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,Saudi Arabia,Asir,"Around 27 January 2020 (between 25 January - 30 January), pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,2020-Q1
2020-01-27,2020,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,Military Forces of Saudi Arabia (2015-),Saudi Arabia,Asir,"Around 27 January 2020 (between 25 January - 30 January), pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,2020-Q1
2020-01-27,2020,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),Military Forces of Yemen (2017-) Houthi,Saudi Arabia,Jizan,"Interception: Around 27 January 2020 (as reported), pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,2020-Q1
