year,coa_name,refugees
2018,Chad,336674
2018,South Sudan,269924
2018,Ethiopia,44003
2019,Chad,335246
2019,South Sudan,275563
2019,Ethiopia,41479
2020,Chad,364535
2020,South Sudan,291249
2020,Ethiopia,43566
2021,Chad,375999
2021,South Sudan,308174
2021,Ethiopia,45843
2022,Chad,403846
2022,South Sudan,290740
2022,Ethiopia,48020
2023,Chad,923323
2023,South Sudan,359581
2023,Ethiopia,77424
2024,Chad,1109357
2024,South Sudan,487652
2024,Libya,199388
