PERIODO,EVENTS
2018-Q1,7791
2018-Q2,4289
2018-Q3,3339
2018-Q4,3040
2019-Q1,3957
2019-Q2,5363
2019-Q3,4391
2019-Q4,4597
2020-Q1,3443
2020-Q2,1897
2020-Q3,2442
2020-Q4,2599
2021-Q1,2581
2021-Q2,2353
2021-Q3,2496
2021-Q4,2076
2022-Q1,2083
2022-Q2,2577
2022-Q3,3125
2022-Q4,3110
2023-Q1,1843
2023-Q2,2077
2023-Q3,2753
2023-Q4,3570
2024-Q1,2998
2024-Q2,2590
2024-Q3,2981
2024-Q4,3798
