year,coa_name,refugees
2018,Sudan,852080
2018,Uganda,788848
2018,Ethiopia,422135
2019,Uganda,861452
2019,Sudan,810917
2019,Ethiopia,334014
2020,Uganda,887452
2020,Sudan,736685
2020,Ethiopia,365030
2021,Uganda,958927
2021,Sudan,803634
2021,Ethiopia,386750
2022,Uganda,854242
2022,Sudan,796831
2022,Ethiopia,409422
2023,Uganda,923607
2023,Sudan,696246
2023,Ethiopia,418231
2024,Uganda,975020
2024,Sudan,613052
2024,Ethiopia,420129
