event_date,year,event_type,sub_event_type,actor1,actor2,country,admin1,notes,fatalities,PERIODO
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Anzoategui,"On 20 May 2019, residents from the neighborhood El Cerezo in Puerto la Cruz protested against the problems with water service.",0,2019-Q2
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"On 20 May 2019, around 200 bus drivers from different companies blocked roads in Trujillo state to protest against gasoline scarcity. The police were present without intervening",0,2019-Q2
2019-05-21,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"On 21 May 2019, a group of students protested in Trujillo to defend the universities of the state.",0,2019-Q2
2019-11-13,2019,Battles,Armed clash,Unidentified Armed Group (Venezuela),Unidentified Armed Group (Venezuela),Venezuela,Tachira,"As reported on November 13 2019, close to El Cerrito neighborhood, Tachira state, there was an armed clash between unknown armed individuals. A man was killed and another man was injured during the clash. A witness reported that people are extorted in this area by National Guard (GNB) officials.",1,2019-Q4
2019-05-22,2019,Riots,Mob violence,Rioters (Venezuela),Rioters (Venezuela),Venezuela,Tachira,"On 22 May 2019, a group of people engaged in a fight with people who did not respect the lines to get gasoline in Guasimos municipality. After six days of being in line, a group of people started a violent confrontation after noticing that police officers allowed some people to pass without waiting for their turns. Neither fatalities nor injuries reported.",0,2019-Q2
2019-05-23,2019,Riots,Violent demonstration,Rioters (Venezuela),,Venezuela,Merida,"On 23 May 2019, a group of people forced a driver of a gasoline tank to stop in Merida. The participants blocked the road using the vehicle demanding solution for gasoline scarcity.",0,2019-Q2
2019-05-21,2019,Violence against civilians,Attack,Unidentified Armed Group (Venezuela),Civilians (Venezuela),Venezuela,Aragua,"On 21 May 2019, a member of the Wayuu indigenous group was found dead in Palo Negro. According to police, the attack could be related to extortions.",1,2019-Q2
2020-02-04,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"As reported on February 4, 2020, in Puerto Ordaz, Ciudad Guayana, Bolivar state, workers from the state company National Steel Coordination protested to reject the threats they have received from security forces. Protesters also demanded better salaries and working conditions.",0,2020-Q1
2019-03-21,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"Between March 21 and 30 2019, in Villa Colombia, Ciudad Guayana, Bolivar state, neighbors protested due to the lack of electricity in the sector. It is reported that due to the explosion of two transformers, workers of the CORPOELEC electricity company demand the payment of 3,000 dollars to install new electrical transformers.",0,2019-Q1
2019-11-05,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"As reported on November 05 2019, in Ciudad Bolivar, Bolivar state, health workers protested to demand better working conditions and higher wages. It is reported that protesters joined the protests and the national strike of health workers.",0,2019-Q4
2020-02-03,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"Between February 3 and 5, 2020, in San Felix, Ciudad Guayana, Bolivar state, 300 people protested to demand the distribution of domestic gas.",0,2020-Q1
2020-02-16,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"As reported on February 16, 2020, in the Vista Hermosa neighborhood, Ciudad Bolivar, Bolivar state, a group of residents protested to demand the national gas company, PDVSA Gas, the distribution of domestic gas. The company has not distributed gas in five months.",0,2020-Q1
2019-03-17,2019,Riots,Violent demonstration,Rioters (Venezuela),,Venezuela,Bolivar,"Between March 17 and 28 2019, in Las Mulas, towards El Pao road, Piar municipality, Bolivar state, neighbors demonstrated with tires to reject the lack of water and other basic services in the area. It is reported that the neighbors have been demonstrating 12 days in a row.",0,2019-Q1
2019-11-15,2019,Strategic developments,Change to group/activity,Colectivos,,Venezuela,Tachira,"Between November 15 and 16 2019, in Urena, Tachira state, members of the Colectivo en Defensa de la Frontera y la Revolucion Bolivariana paraded through the city mounted on vans and motorcycles wearing balaclavas. The members of the Colectivo carried long weapons, aiming civilians with weapons, and throwing explosives in the city. The armed individuals warned the population that they would defend the regime of President Nicolas Maduro against any internal and international threat during the national protest called by the opposition leader, Juan Guaido.",0,2019-Q4
2019-11-15,2019,Strategic developments,Change to group/activity,Colectivos,,Venezuela,Tachira,"Between November 15 and 16 2019, in San Antonio del Tachira, Tachira state, members of the Colectivo en Defensa de la Frontera y la Revolucion Bolivariana paraded through the city mounted on vans and motorcycles wearing balaclavas. The members of the Colectivo carried long weapons, aiming civilians with weapons, and throwing explosives in the city. The armed individuals warned the population that they would defend the regime of President Nicolas Maduro against any internal and international threat during the national protest called by the opposition leader, Juan Guaido.",0,2019-Q4
2020-01-09,2020,Strategic developments,Other,Civilians (Venezuela),,Venezuela,Tachira,"Between January 8 and 10 2020, from Tachira state, 47,000 Venezuelan migrants entered Norte de Santander in Colombia. The director in charge of Migration Colombia informed that there has been an increase in migration flows. Some of the migrants cross the border to buy food and basic goods. Others are seeking to move to Colombia.",0,2020-Q1
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Zulia,"On 20 May 2019, a group of people protested in Maracaibo against the energy outages.",0,2019-Q2
2019-05-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Anzoategui,"On 22 May 2019, pensioners protested in Puerto la Cruz claiming the payment of their pensions.",0,2019-Q2
2019-05-21,2019,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Venezuela),Civilians (Venezuela),Venezuela,Tachira,"On 21 May 2019, the human rights activist and member of Networks Foundation was reported as disappeared in Tachira state. The last time he was seen was before he crossed the border with Colombia. The Network Foundation requires protection measures to find him.",0,2019-Q2
2019-05-23,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"On 23 May 2019, residents from the Antonio Jose de Sucre community in Los Teques blocked the Panamerican road to protest against the problems with water service.",0,2019-Q2
2020-01-16,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Lara,"Between January 15 and 17 2020, in Barquisimeto, Lara state, a group of teachers protested to demand the increase in their salaries, the dollarization of their salaries, better working conditions, and better infrastructure within schools. Teachers informed that if authorities do not comply with their demands, they will start a collective strike.",0,2020-Q1
2019-05-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Zulia,"On 22 May 2019, a group of pensioners protested on the Bella Vista Avenue in Maracaibo against the problems with the payments of their pension.",0,2019-Q2
2020-01-20,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Sucre,"As reported on January 20 2020, in the Libertador municipality, Sucre state, a group of residents from various communities have been protested to demand the distribution of domestic gas. Protesters have interrupted the traffic and blocked avenues to demand the authorities a solution.",0,2020-Q1
2020-01-20,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Sucre,"As reported on January 20 2020, in the Ribero municipality, Sucre state, a group of residents from various communities have been protested to demand the distribution of domestic gas. Protesters have interrupted the traffic and blocked avenues to demand the authorities a solution.",0,2020-Q1
2019-05-23,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"On 23 May 2019, teachers protested on the Bolivar Avenue in Valera claiming respect for the universities autonomy and the end of Maduro's regime.",0,2019-Q2
2020-02-18,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 18 February 2020, on the Americas avenue and the Urdaneta avenue in Libertador municipality in Merida, Merida state, protesters closed a road to demand electric power in the city. Protesters informed that they have been without electric power since February 14.",0,2020-Q1
2019-05-23,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Lara,"On 23 May 2019, in Guarico, renal patients and their relatives held a protest and peacefully overtook the dialysis room at the Zamora Arevalo Hospital, with the intention of drawing attention of the health authorities to obtain the endowment of 16 hemodialysis and osmosis machine that they need to the new dialysis room. Furthermore, during the event, a journalist of a local newspaper who was covering the event was attacked by a worker from the hospital. The protesters had to intervene in order to prevent the attack.",0,2019-Q2
2019-05-23,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"On 23 May 2019, residents from the community El Chara in Charallave protested in front of the city hall of this municipality against the delays on the delivery of the government subsidized food packages.",0,2019-Q2
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"On 20 May 2019, workers from CVG protested in Ciudad Guayana claiming respect for their labor rights and collectives contracts.",0,2019-Q2
2019-05-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Nueva Esparta,"On 22 May 2019, people protested inside the Luis Ortega Hospital in Porlamar against the suspension of the attention for medical consults. Also in Porlamar, on 4 de Mayo Avenue, people protested against the problems with gas service.",0,2019-Q2
2019-05-24,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Apure,"On 24 May 2019, in Guasdualito, residents of the city protested against the shortage of fuel and rejected the installation of a real estate transfer tax in the vicinity of the service stations.",0,2019-Q2
2020-01-22,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Barinas,"Between January 22 and 23 2020, in San Silvestre, Barinas state, residents protested by blocking an avenue with their cars to reject the irregularities related to the distribution of gasoline.",0,2020-Q1
2020-01-20,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Sucre,"As reported on January 20 2020, in the Benitez municipality, Sucre state, a group of residents from various communities have been protested to demand the distribution of domestic gas. Protesters have interrupted the traffic and blocked avenues to demand the authorities a solution.",0,2020-Q1
2020-01-20,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Sucre,"As reported on January 20 2020, in the Valdez municipality, Sucre state, a group of residents from various communities have been protested to demand the distribution of domestic gas. Protesters have interrupted the traffic and blocked avenues to demand the authorities a solution.",0,2020-Q1
2019-05-18,2019,Battles,Armed clash,Unidentified Armed Group (Venezuela),Unidentified Armed Group (Venezuela),Venezuela,Tachira,"On 18 May 2019, unidentified armed groups clashed in Urena. Neither fatalities nor injuries reported. However, after the clash the armed group restricted mobility for the residents.",0,2019-Q2
2019-12-24,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Sucre,"As reported on December 24 2019, in Cumana, Sucre state, residents closed an avenue to protest against the lack of domestic gas and gasoline.",0,2019-Q4
2019-05-23,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"On 23 May 2019, former workers from the CVG protested in Ciudad Guayana demanding respect for their collective contracts.",0,2019-Q2
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 20 May 2019, truck drivers blocked the Panamerican road near the Tulio Febres and the Sucre municipality to protest against the gasoline scarcity.",0,2019-Q2
2019-05-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Barinas,"On 22 May 2019, a group of people blocked the road that connects Barinas and Apure states near Ciudad de Nutria to protest against the problems with gas service.",0,2019-Q2
2019-05-21,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 21 May 2019, a group of people blocked the roads that connect to Trujillo, Merida, and Tachira in El Vigia to protest against gasoline scarcity.",0,2019-Q2
2019-05-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Anzoategui,"On 22 May 2019, a group of people protested in San Diego de Cabrutica demanding the re-open of the health center of this municipality and claiming solutions for public services problems.",0,2019-Q2
2019-05-23,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Anzoategui,"On 23 May 2019, a group of people protested in San Diego de Cabrutica demanding the re-open of the health center of this municipality and claiming solutions for public services problems.",0,2019-Q2
2019-05-21,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Anzoategui,"On 21 May 2019, a group of people protested in San Diego de Cabrutica demanding the re-open of the health center of this municipality and claiming solutions for public services problems.",0,2019-Q2
2019-05-19,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 19 May 2019, groups of people protested in different gas stations in Merida against gasoline scarcity.",0,2019-Q2
2019-10-17,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"As reported on October 17 2019, in Pijiguao, Bolivar, state residents protested due to fuel shortages in the region. It is reported that due to the protest, inhabitants of Puerto Ayacucho, Amazonas state could not receive fuel and that public transport was paralyzed by 60%.",0,2019-Q4
2019-05-17,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 17 May 2019, residents from the neighborhood El Anis blocked the road that connects El Vigia to Merida to protest against gasoline scarcity.",0,2019-Q2
2019-10-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Carabobo,"On October 22 and 23 2019, on Cedeno Avenue, Valencia, Carabobo state, teachers protested to demand better working conditions, freedom of association, and salary increase. It is reported that the protest took place within the framework of a national strike of 48 hours.",0,2019-Q4
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"On 20 May 2019, residents from the neighborhood El Milagro in Valera protested against the problems with gas service.",0,2019-Q2
2019-05-19,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Zulia,"On 19 May 2019, a group of people protested in Maracaibo against the problems with water service.",0,2019-Q2
2019-05-24,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Sucre,"On 24 May 2019, in Comuna, students and professors from the Universidade de Oriente (UDO) and members of civil society carried out a protest against the current Dean of the University.",0,2019-Q2
2019-05-23,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"On 23 May 2019, teachers protested in the Bolivar square in Charallave against the delays to receive their wages.",0,2019-Q2
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Portuguesa,"On 20 May 2019, bus and truck drivers protested in front of the city hall in Guanare demanding solution for the problems of gasoline scarcity.",0,2019-Q2
2020-02-17,2020,Riots,Violent demonstration,Rioters (Venezuela),,Venezuela,Merida,"Between February 17 and 18, 2020, on the Ezzio Valera Avenue in Libertador municipality in Merida, Merida state, a group of residents demonstrated with burned tires to demand electric power in the city.",0,2020-Q1
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Portuguesa,"On 20 May 2019, bus and truck drivers protested in front of the military base Vuelvan Caras in Araure demanding solution for the problems of gasoline scarcity.",0,2019-Q2
2019-05-19,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 19 May 2019, residents from the neighborhood Ejido in Campo Elias blocked the roads to protest against gasoline scarcity.",0,2019-Q2
2019-05-20,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Anzoategui,"On 20 May 2019, a group of people protested in San Diego de Cabrutica demanding the re-open of the health center of this municipality and claiming solutions for public services problems.",0,2019-Q2
2019-05-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Carabobo,"On 22 May 2019, a group of people protested in Valencia claiming for solutions to the problems with internet and phone service.",0,2019-Q2
2019-12-06,2019,Strategic developments,Other,Civilians (Venezuela),,Venezuela,Delta Amacuro,"As reported on December 06 2019, in Tucupita, Delta Amacuro, 52 people embarked on a boat to migrate to Trinidad y Tobago. One of the migrants informed that the boat only had a capacity for 20 passengers and they have been charged in dollars to be transported to the Caribbean. Migrants, including indigenous groups, have fled from various points in Delta Amacuro to escape from hunger, the economic and social crisis.",0,2019-Q4
2020-01-20,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"Between January 20 and 21 2020, in La Ceijita, San Rafael de Carvajal municipality, Trujillo state, residents protested due to the lack of potable water in the area.",0,2020-Q1
2019-05-24,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"On 24 May 2019, in Guarenas, residents of La Comunidad and Las Clavelinas held a protest against the lack of domestic gas and demanding gas in the area. During the event, the protesters blocked the Guarenas-Guatire Intercommunal Avenue.",0,2019-Q2
2019-05-22,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"On 22 May 2019, teachers from different universities protested in Valera claiming for the restoration of the universities autonomy and the end of Maduro's regime.",0,2019-Q2
2019-05-21,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"On 21 May 2019, a group of bakers protested in Bocono demanding solutions for the wheat flour scarcity and the extortions that are charged to the bakers by criminal groups.",0,2019-Q2
2019-08-25,2019,Strategic developments,Change to group/activity,Military Forces of Russia (2000-),,Venezuela,Tachira,"Between August 25 and 30 2019, in Rubio, Tachira state, a group of eighty Russians and a small group of Cubans moved to a military fort. It is reported that several helicopters have flown over the area and that the Russians and Cubans are installing radar equipment, antennas, and conducting drone training.",0,2019-Q3
2019-08-09,2019,Strategic developments,Change to group/activity,ELN: National Liberation Army,,Venezuela,Tachira,"Between August 9 and 11 2019, members of the National Liberation Army (ELN) took territories near San Antonio del Tachira, Tachira state, to establish a camp. It is reported that members of the group moved trucks, motorcycles, mats, tents, and communication equipment. It is also reported that ELN members control and patrol the area and force the inhabitants to enter their homes at 8 p.m.",0,2019-Q3
2019-12-10,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"Between December 10 and 11 2019, in the prison Rodeo III in Guatire, Miranda state, prisoners protested since prison guards do not allow the entrance of food that relatives bring to them. On December 11, a prisoner taped a video in which he was asking international organizations and human rights defenders for help. Protesters reported that 1,200 prisoners are only eating water with beans.",0,2019-Q4
2020-01-20,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Trujillo,"Between January 20 and 21 2020, in the San Luis sector in Trujillo, Trujillo state, residents protested to demand the distribution of potable water. Residents informed that they have received a truck with 1,000 liters of water and that was only sufficient for three families.",0,2020-Q1
2020-01-29,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Lara,"Between January 29 and 30 2020, in Barquisimeto, Lara state, a group of residents protested to demand better basic services in the city.",0,2020-Q1
2019-07-03,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"Between July 3 and 15 2019, in Pedernales, Delta Amacuro state, residents protested to demand the distribution of domestic gas, potable water, and electric power in the area.",0,2019-Q3
2019-10-09,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"Between October 9 and 10 2019, in Pedernales, Delta Amacuro state, a group of residents protested since they have not received gasoline, potable water, food, domestic gas, and medical supplies for two months.",0,2019-Q4
2019-01-16,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"Between January 16 and 17 2019, in the Las Malvinas sector, Tucupita, Delta Amacuro, a group of neighbors protested to demand domestic gas. Protesters reported that they have been without gas for three months.",0,2019-Q1
2019-07-15,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"Between July 15 and 16 2019, in Pedernales, Delta Amacuro state, residents, among them fishers, protested against the Mayor. Protesters informed that they have not been able to buy domestic gas and gasoline.",0,2019-Q3
2019-01-10,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"On January 9 and 10 2019, in the Virgen del Valle parish in Tucupita, Delta Amacuro state, a group of residents protested to demand domestic gas in the city. Protesters informed that since November 2018, the distribution of gas has been inconsistent.",0,2019-Q1
2019-09-04,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"Between September 2 and 7 2019, in Tucupita, Delta Amacuro state, several communities have been protesting since they have not received domestic gas.",0,2019-Q3
2019-06-12,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"Between June 12 and 13 2019, on Tucupita street, Tucupita, Delta Amacuro state, a group of bus drivers protested due to the lack of gasoline in the state.",0,2019-Q2
2019-01-09,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"On January 9 and 10 2019, in the Virgen del Valle parish in Tucupita, Delta Amacuro state, a group of residents protested to demand domestic gas in the city. Protesters informed that since November 2018, the distribution of gas has been inconsistent.",0,2019-Q1
2019-01-21,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Delta Amacuro,"Between January 21 and 22 2019, in Tucupita, Delta Amacuro, residents protested against the political, social, and economic situation of the country. The principal motive was the lack of basic services in the city.",0,2019-Q1
2020-03-03,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 3 March 2020, in front of the office of the Ombudsman in Merida, Merida state, a group of teachers protested to demand the removal of the Ministry of Education. Protesters also demanded better salaries and working conditions.",0,2020-Q1
2020-03-04,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Merida,"On 4 March 2020, in front of the office of the Ombudsman in Merida, Merida state, a group of teachers protested to demand the removal of the Ministry of Education. Protesters also demanded better salaries and working conditions.",0,2020-Q1
2020-03-03,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"On 3 March 2020, in San Antonio de Los Altos, Miranda state, a group of teachers protested to demand better salaries and working conditions. Protesters also demanded from President Nicolas Maduro the payment of past debts.",0,2020-Q1
2020-03-03,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"On 3 March 2020, in Valles del Tuy, close to Ocumare del Tuy in Miranda state, a group of teachers protested to demand better salaries and working conditions. Protesters also demanded from President Nicolas Maduro the payment of past debts.",0,2020-Q1
2020-03-04,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Guarico,"On 4 March 2020, in San Juan de Los Morros, Guarico state, teachers protested to demand better working conditions, salaries, and respect for the collective contract.",0,2020-Q1
2020-03-10,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"As reported on March 10, 2020, on the Antonio de Berrio avenue in San Felix, Ciudad Guayana, Bolivar state, a group of neighbors protested due to the sewage problem they have had in the area for 20 years.",0,2020-Q1
2020-03-23,2020,Violence against civilians,Attack,Military Forces of Venezuela (1999-) DGCIM: Directorate General of Military Counterintelligence,Civilians (Venezuela),Venezuela,Miranda,"As reported on March 23, 2020, at the Ramo Verde prison in Los Teques, Miranda state, more than 100 Directorate General of Military Counterintelligence (DGCIM) officers entered and tortured prisoners. No further information.",0,2020-Q1
2020-02-15,2020,Violence against civilians,Attack,Police Forces of Venezuela (1999-),Civilians (Venezuela),Venezuela,Trujillo,"Between February 15 and 16, 2020, in Monay, Trujillo state, police officers killed a merchant. The victim was on a motorcycle in front of a police station when officers stopped him. The body of the victim was found by his relatives on February 16 in a hospital with signs of torture. In previous weeks, the victim has received threats from the police after he refused to pay an extortion. One fatality reported.",1,2020-Q1
2019-12-19,2019,Strategic developments,Looting/property destruction,Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,Civilians (Venezuela),Venezuela,Apure,"As reported on December 19 2019, in San Fernando de Apure, Apure state, National Guard (GNB) officers entered the headquarters of the professional organization, property of lawyers and health workers. GNB officers entered and expropriated the headquarters without a court order. 33 people were evicted. The motive of this eviction is not reported.",0,2019-Q4
2019-11-21,2019,Protests,Protest with intervention,Protesters (Venezuela),Police Forces of Venezuela (1999-),Venezuela,Lara,"As reported on November 21 2019, at the Lara state police station in El Tocuyo, 40 prisoners protested to demand that police officers give them food, electric cooking to cook their food and process the papers so that each prisoner is transferred to other prisons. An NGO reported that the prisoners were mistreated by police officers in order to silent the protest and stop the hunger strike.",0,2019-Q4
2019-08-19,2019,Strategic developments,Looting/property destruction,Military Forces of Venezuela (1999-),Unidentified Armed Group (Venezuela),Venezuela,Zulia,"As reported on August 19 2019, in Machiques de Perija y Jesus Semprum, Zulia state, in the last three days military and police officials have disabled 14 clandestine runways for drug trafficking. It is reported that the operations also extend to other states such as Falcon and Lara.",0,2019-Q3
2019-05-24,2019,Violence against civilians,Attack,Colectivos,Civilians (Venezuela),Venezuela,Trujillo,"On 24 May 2019, in Valera, while carrying out a cultural and religious activity, artists and journalists were attacked by pro-government troops aboard a truck with decal of the Special Actions Force (Faes).",0,2019-Q2
2019-05-21,2019,Protests,Protest with intervention,Protesters (Venezuela),Police Forces of Venezuela (1999-),Venezuela,Miranda,"On 21 May 2019, around 80 families and members of the PSUV party protested in Charallave after being excluded from the delivery of the government subsidized food package CLAP. The municipal police intervened and arrested one leader of the PSUV.",0,2019-Q2
2019-05-20,2019,Protests,Protest with intervention,Protesters (Venezuela),Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,Venezuela,Anzoategui,"On 20 May 2019, residents from the neighborhood Portugal Abajo in Barcelona protested against the problems with energy service. The National Guard dispersed the protest.",0,2019-Q2
2019-05-19,2019,Strategic developments,Arrests,Military Forces of Venezuela (1999-) DGCIM: Directorate General of Military Counterintelligence,Military Forces of Venezuela (1999-),Venezuela,Bolivar,"On 19 May 2019, officers of the military counter-intelligence DCGIM intervened the military base Eskamoto in Santa Elena de Uairen. According to reports, the officers arrested some military officers who were planning an uprising and one of them escaped.",0,2019-Q2
2019-05-18,2019,Battles,Armed clash,Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,ELN: National Liberation Army,Venezuela,Falcon,"On 18 May 2019, officers of the National Guard arrested eight members of the ELN.",0,2019-Q2
2019-05-17,2019,Battles,Armed clash,Police Forces of Venezuela (1999-) CPNB: National Bolivarian Police,Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,Venezuela,Anzoategui,"On 17 May 2019, police officers from the National Bolivarian Police clash with military officers from the National Guard in Valle de Guanape. According to the military officers, the clash started after residents of a neighborhood reported that the police were seen in an irregular activity with their faces covered and heavily armed. Two police officers were injured in the clash and another four were arrested by the military officers.",0,2019-Q2
2019-05-01,2019,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Nueva Esparta,"Between May 1 and 2, 2019, in La Asuncion, Nueva Esparta state, supporters of the opposition leader, Juan Guaido, protested after a call made to stay in the streets protesting against the regime of President Nicolas Maduro. Protesters put on a blue ribbon to support the group of military that has joined the president of the National Assembly since April 30 .",0,2019-Q2
2020-04-08,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Bolivar,"On 8 April 2020, in Canaima National Park, Bolivar state, a group of Pemon indigenous people blocked four landing strips in a demonstration against mining exploitation and asking for environmental preservation in the region.",0,2020-Q2
2020-04-08,2020,Strategic developments,Looting/property destruction,ELN: National Liberation Army,Civilians (Venezuela),Venezuela,Tachira,"On 8 April 2020, in Capacho Viejo, Tachira, armed members of the National Liberation Army (ELN) threatened a nun, forcing her to give the keys of the Santa Mariana de Jesus private school. The event happened right after the mayor of the village, with deputies and military officers, asked the nun to give the school keys, as they planned to use it as a shelter for Venezuelan migrants coming from Colombia during the coronavirus pandemic.",0,2020-Q2
2020-04-08,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Tachira,"As reported on 8 April 2020, in Capacho Viejo, Tachira, parents and teachers of the Santa Mariana de Jesus private school staged a demonstration to demand the end of the school ocupation. The school was taken by military officers and the mayor, with the help of ELN members, to be used as a shelter for Venezuelan migrants coming from Colombia, during the coronavirus pandemic.",0,2020-Q2
2020-04-09,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Miranda,"On 9 April 2020, in Carrizal, Miranda state, a group of residents demonstrated and blocked the Panamericana road, in La Carbonera, and the main avenue in Potrerito 1 in a demonstration against the lack of water and gasoline. They argued they cannot respect the quarantine imposed during the coronavirus pandemic if they have to leave home to look for water. In addition, the city Mayor threatened not to pay the social benefit to the people who demonstrated.",0,2020-Q2
2020-04-04,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Zulia,"On 4 April 2020, in Maracaibo, Zulia state, citizens protested over general discontent with the government. The group demonstrated against the lack of distribution of gasoline, water, medicines and gas in the city. Protesters staged a pot-banging protest, known as cacerolazo, during the coronavirus outbreak.",0,2020-Q2
2020-04-06,2020,Protests,Peaceful protest,Protesters (Venezuela),,Venezuela,Lara,"On 6 April 2020, in Carora, Lara state, a group of public transportation drivers parked their vehicles and protested in front of the Mayor's office due to high gasoline prices. The demonstration was motivated during the coronavirus outbreak in the country, when residents must fill up the car only once a week .",0,2020-Q2
