data,titolo,link,meta,pdf_url,pdf_locale
2024-07-25,North Korea Cyber Group Conducts Global Espionage Campaign to Advance Regime’s Military and Nuclear Programs,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-207a,Cybersecurity Advisory | AA24-207A,https://www.cisa.gov/sites/default/files/2024-08/aa24-207a-dprk-cyber-group-conducts-global-espionage-campaign_0.pdf,PRK_aa24-207a-dprk-cyber-group-conducts-global-espionage-campaign_0.pdf
2023-02-09,#StopRansomware: Ransomware Attacks on Critical Infrastructure Fund DPRK Malicious Cyber Activities,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-040a,Cybersecurity Advisory | AA23-040A,,
2022-07-06,North Korean State-Sponsored Cyber Actors Use Maui Ransomware to Target the Healthcare and Public Health Sector,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-187a,Cybersecurity Advisory | AA22-187A,https://www.cisa.gov/sites/default/files/publications/aa22-187a-north-korean%20state-sponsored-cyber-actors-use-maui-ransomware-to-target-the-hph-sector.pdf,PRK_aa22-187a-north-korean state-sponsored-cyber-actors-use-maui-ransomware-to-target-the-hph-sector.pdf
2022-04-18,TraderTraitor: North Korean State-Sponsored APT Targets Blockchain Companies,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-108a,Cybersecurity Advisory | AA22-108A,https://www.cisa.gov/sites/default/files/publications/AA22-108A-TraderTraitor-North_Korea_APT_Targets_Blockchain_Companies.pdf,PRK_AA22-108A-TraderTraitor-North_Korea_APT_Targets_Blockchain_Companies.pdf
2021-02-17,AppleJeus: Analysis of North Korea’s Cryptocurrency Malware,https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-048a,Cybersecurity Advisory | AA21-048A,https://www.cisa.gov/sites/default/files/publications/Joint_Cybersecurity_Advisory_AppleJeus%E2%80%93Analysis%20of%20North%20Korea%E2%80%99s%20Cryptocurrency%20Malware.pdf,PRK_Joint_Cybersecurity_Advisory_AppleJeus–Analysis of North Korea’s Cryptocurrency Malware.pdf
2020-10-27,North Korean Advanced Persistent Threat Focus: Kimsuky,https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-301a,Cybersecurity Advisory | AA20-301A,,
2020-08-26,FASTCash 2.0: North Korea's BeagleBoyz Robbing Banks,https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-239a,Cybersecurity Advisory | AA20-239A,https://www.cisa.gov/sites/default/files/publications/AA20-239A_FASTCash2.0_508.pdf,PRK_AA20-239A_FASTCash2.0_508.pdf
2020-04-15,Guidance on the North Korean Cyber Threat,https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-106a,Cybersecurity Advisory | AA20-106A,https://www.cisa.gov/sites/default/files/publications/DPRK_Cyber_Advisory_VIE_S508C.pdf,PRK_DPRK_Cyber_Advisory_VIE_S508C.pdf
