PERIODO,EVENTS
2018-Q1,0
2018-Q2,1
2018-Q3,1
2018-Q4,1
2019-Q1,1
2019-Q2,2
2019-Q3,0
2019-Q4,1
2020-Q1,2
2020-Q2,1
2020-Q3,2
2020-Q4,1
2021-Q1,7
2021-Q2,8
2021-Q3,4
2021-Q4,3
2022-Q1,7
2022-Q3,4
2022-Q4,7
2023-Q1,3
2023-Q2,3
2023-Q3,1
2024-Q3,1
