PERIODO,EVENTS
2018-Q1,188
2018-Q2,237
2018-Q3,147
2018-Q4,210
2019-Q1,195
2019-Q2,105
2019-Q3,125
2019-Q4,95
2020-Q1,170
2020-Q2,277
2020-Q3,180
2020-Q4,223
2021-Q1,576
2021-Q2,427
2021-Q3,370
2021-Q4,377
2022-Q1,463
2022-Q2,406
2022-Q3,322
2022-Q4,533
2023-Q1,485
2023-Q2,360
2023-Q3,298
2023-Q4,335
2024-Q1,313
2024-Q2,342
2024-Q3,293
2024-Q4,287
