PERIODO,EVENTS
2018-Q1,0
2018-Q2,0
2018-Q3,1
2018-Q4,1
2019-Q1,2
2019-Q2,2
2019-Q3,3
2019-Q4,2
2020-Q1,5
2020-Q2,7
2020-Q3,0
2020-Q4,0
2021-Q1,2
2021-Q2,0
2021-Q3,0
2021-Q4,1
2022-Q1,1
2022-Q2,3
2024-Q1,2
2024-Q2,1
2024-Q3,3
